alpha,metric,group,data,opt
0.05,recall,25-34,0.024135155133591633,SEPopt
0.05,recall,35-44,0.022306432148215236,SEPopt
0.05,recall,45-49,0.014448372485661836,SEPopt
0.05,recall,50-55,0.014689359198855372,SEPopt
0.05,recall,56+,0.011081392456695243,SEPopt
0.05,precision,Overall,0.05702655405919502,SEPopt
0.05,precision,Male,0.05662349131586694,SEPopt
0.05,precision,Female,0.054427549194991064,SEPopt
0.05,precision,Under 18,0.056688453159041405,SEPopt
0.05,precision,18-24,0.054349951124144674,SEPopt
0.05,precision,25-34,0.05800293685756241,SEPopt
0.05,precision,35-44,0.06225961538461538,SEPopt
0.05,precision,45-49,0.056756756756756746,SEPopt
0.05,precision,50-55,0.052000000000000005,SEPopt
0.05,precision,56+,0.045000000000000005,SEPopt
0.05,LIR,Overall,0.05933224343169884,SEPopt
0.05,LIR,Male,0.060858571004334235,SEPopt
0.05,LIR,Female,0.054654931215139986,SEPopt
0.05,LIR,Under 18,0.05386077698598361,SEPopt
0.05,LIR,18-24,0.06431043914143048,SEPopt
0.05,LIR,25-34,0.058189163870465035,SEPopt
0.05,LIR,35-44,0.047397391694075905,SEPopt
0.05,LIR,45-49,0.06407895946389626,SEPopt
0.05,LIR,50-55,0.033651337902266626,SEPopt
0.05,LIR,56+,0.06513748019136062,SEPopt
0.05,SEP,Overall,0.8937307754424285,SEPopt
0.05,SEP,Male,0.893359553538314,SEPopt
0.05,SEP,Female,0.8950903742420449,SEPopt
0.05,SEP,Under 18,0.894466452649155,SEPopt
0.05,SEP,18-24,0.8930587879508151,SEPopt
0.05,SEP,25-34,0.8950510919887746,SEPopt
0.05,SEP,35-44,0.891121453853226,SEPopt
0.05,SEP,45-49,0.9041667308974541,SEPopt
0.05,SEP,50-55,0.8787043632685052,SEPopt
0.05,SEP,56+,0.8925085595330786,SEPopt
0.05,ETD,Overall,0.29124740093187024,SEPopt
0.05,ETD,Male,0.29301360183713127,SEPopt
0.05,ETD,Female,0.2905329937899299,SEPopt
0.05,ETD,Under 18,0.2930883639545057,SEPopt
0.05,ETD,18-24,0.292636801257491,SEPopt
0.05,ETD,25-34,0.2926311728395062,SEPopt
0.05,ETD,35-44,0.28879310344827586,SEPopt
0.05,ETD,45-49,0.291139240506329,SEPopt
0.05,ETD,50-55,0.2777777777777778,SEPopt
0.05,ETD,56+,0.28104575163398693,SEPopt
0.1,ndcg,Overall,0.1971082322654021,SEPopt
0.1,ndcg,Male,0.19800066053651205,SEPopt
0.1,ndcg,Female,0.19065169568838428,SEPopt
0.1,ndcg,Under 18,0.19760848298235714,SEPopt
0.1,ndcg,18-24,0.1933720169944151,SEPopt
0.1,ndcg,25-34,0.20023359329336962,SEPopt
0.1,ndcg,35-44,0.2208900483219704,SEPopt
0.1,ndcg,45-49,0.15936085713847983,SEPopt
0.1,ndcg,50-55,0.12691837961999453,SEPopt
0.1,ndcg,56+,0.12696339415154828,SEPopt
0.1,hr,Overall,0.3015293312029217,SEPopt
0.1,hr,Male,0.30129526052399175,SEPopt
0.1,hr,Female,0.29159212880143115,SEPopt
0.1,hr,Under 18,0.3054466230936819,SEPopt
0.1,hr,18-24,0.29105571847507333,SEPopt
0.1,hr,25-34,0.3069016152716593,SEPopt
0.1,hr,35-44,0.33413461538461536,SEPopt
0.1,hr,45-49,0.24324324324324326,SEPopt
0.1,hr,50-55,0.18,SEPopt
0.1,hr,56+,0.23333333333333334,SEPopt
0.1,recall,Overall,0.024321063643972657,SEPopt
0.1,recall,Male,0.022972020747230013,SEPopt
0.1,recall,Female,0.024449449314599084,SEPopt
0.1,recall,Under 18,0.024326629018031076,SEPopt
0.1,recall,18-24,0.02293625005984219,SEPopt
0.1,recall,25-34,0.024135155133591633,SEPopt
0.1,recall,35-44,0.022306432148215236,SEPopt
0.1,recall,45-49,0.014448372485661836,SEPopt
0.1,recall,50-55,0.014689359198855372,SEPopt
0.1,recall,56+,0.011081392456695243,SEPopt
0.1,precision,Overall,0.05702655405919502,SEPopt
0.1,precision,Male,0.05662349131586694,SEPopt
0.1,precision,Female,0.054427549194991064,SEPopt
0.1,precision,Under 18,0.056688453159041405,SEPopt
0.1,precision,18-24,0.054349951124144674,SEPopt
0.1,precision,25-34,0.05800293685756241,SEPopt
0.1,precision,35-44,0.06225961538461538,SEPopt
0.1,precision,45-49,0.056756756756756746,SEPopt
0.1,precision,50-55,0.052000000000000005,SEPopt
0.1,precision,56+,0.045000000000000005,SEPopt
0.1,LIR,Overall,0.059533808188654815,SEPopt
0.1,LIR,Male,0.06099698364006236,SEPopt
0.1,LIR,Female,0.05505002073926668,SEPopt
0.1,LIR,Under 18,0.05385851570920027,SEPopt
0.1,LIR,18-24,0.0645714039769366,SEPopt
0.1,LIR,25-34,0.05853333148087163,SEPopt
0.1,LIR,35-44,0.047501816456034913,SEPopt
0.1,LIR,45-49,0.06407895946389626,SEPopt
0.1,LIR,50-55,0.033651337902266626,SEPopt
0.1,LIR,56+,0.06512781952235927,SEPopt
0.1,SEP,Overall,0.9017487284758615,SEPopt
0.1,SEP,Male,0.9011938028004576,SEPopt
0.1,SEP,Female,0.9032789800750785,SEPopt
0.1,SEP,Under 18,0.9021985380674743,SEPopt
0.1,SEP,18-24,0.901031439126171,SEPopt
0.1,SEP,25-34,0.9028204677492322,SEPopt
0.1,SEP,35-44,0.8996795719904466,SEPopt
0.1,SEP,45-49,0.9109717297809143,SEPopt
0.1,SEP,50-55,0.8863465185902988,SEPopt
0.1,SEP,56+,0.9064616971643109,SEPopt
0.1,ETD,Overall,0.29231738226411086,SEPopt
0.1,ETD,Male,0.2940440440440441,SEPopt
0.1,ETD,Female,0.29089040789885184,SEPopt
0.1,ETD,Under 18,0.29361329833770783,SEPopt
0.1,ETD,18-24,0.29374201787994897,SEPopt
0.1,ETD,25-34,0.2931616512345679,SEPopt
0.1,ETD,35-44,0.2902298850574713,SEPopt
0.1,ETD,45-49,0.28691983122362863,SEPopt
0.1,ETD,50-55,0.2857142857142857,SEPopt
0.1,ETD,56+,0.28594771241830064,SEPopt
0.15,ndcg,Overall,0.19721033065996554,SEPopt
0.15,ndcg,Male,0.19783449048954177,SEPopt
0.15,ndcg,Female,0.19108338071258693,SEPopt
0.15,ndcg,Under 18,0.19728173088028178,SEPopt
0.15,ndcg,18-24,0.19374003446672897,SEPopt
0.15,ndcg,25-34,0.19993672899659137,SEPopt
0.15,ndcg,35-44,0.2215078399675804,SEPopt
0.15,ndcg,45-49,0.1579762030906777,SEPopt
0.15,ndcg,50-55,0.12142392829072585,SEPopt
0.15,ndcg,56+,0.12374566735655959,SEPopt
0.15,hr,Overall,0.3015293312029217,SEPopt
0.15,hr,Male,0.30129526052399175,SEPopt
0.15,hr,Female,0.29159212880143115,SEPopt
0.15,hr,Under 18,0.3054466230936819,SEPopt
0.15,hr,18-24,0.29105571847507333,SEPopt
0.15,hr,25-34,0.3069016152716593,SEPopt
0.15,hr,35-44,0.33413461538461536,SEPopt
0.15,hr,45-49,0.24324324324324326,SEPopt
0.15,hr,50-55,0.18,SEPopt
0.15,hr,56+,0.23333333333333334,SEPopt
0.15,recall,Overall,0.024321063643972657,SEPopt
0.15,recall,Male,0.022972020747230013,SEPopt
0.15,recall,Female,0.024449449314599084,SEPopt
0.15,recall,Under 18,0.024326629018031076,SEPopt
0.15,recall,18-24,0.02293625005984219,SEPopt
0.15,recall,25-34,0.024135155133591633,SEPopt
0.15,recall,35-44,0.022306432148215236,SEPopt
0.15,recall,45-49,0.014448372485661836,SEPopt
0.15,recall,50-55,0.014689359198855372,SEPopt
0.15,recall,56+,0.011081392456695243,SEPopt
0.15,precision,Overall,0.05702655405919502,SEPopt
0.15,precision,Male,0.05662349131586694,SEPopt
0.15,precision,Female,0.054427549194991064,SEPopt
0.15,precision,Under 18,0.056688453159041405,SEPopt
0.15,precision,18-24,0.054349951124144674,SEPopt
0.15,precision,25-34,0.05800293685756241,SEPopt
0.15,precision,35-44,0.06225961538461538,SEPopt
0.15,precision,45-49,0.056756756756756746,SEPopt
0.15,precision,50-55,0.052000000000000005,SEPopt
0.15,precision,56+,0.045000000000000005,SEPopt
0.15,LIR,Overall,0.05962264560306507,SEPopt
0.15,LIR,Male,0.0610499919174868,SEPopt
0.15,LIR,Female,0.05524865375924489,SEPopt
0.15,LIR,Under 18,0.05405683595758748,SEPopt
0.15,LIR,18-24,0.06455368008353929,SEPopt
0.15,LIR,25-34,0.05873645082192844,SEPopt
0.15,LIR,35-44,0.047501816456034913,SEPopt
0.15,LIR,45-49,0.06407895946389626,SEPopt
0.15,LIR,50-55,0.033651337902266626,SEPopt
0.15,LIR,56+,0.06512298918785862,SEPopt
0.15,SEP,Overall,0.9055664113995509,SEPopt
0.15,SEP,Male,0.9049225961934945,SEPopt
0.15,SEP,Female,0.9071401277821723,SEPopt
0.15,SEP,Under 18,0.9059404421225286,SEPopt
0.15,SEP,18-24,0.9050103897349875,SEPopt
0.15,SEP,25-34,0.9059409884564107,SEPopt
0.15,SEP,35-44,0.9036811553911452,SEPopt
0.15,SEP,45-49,0.9149937146963382,SEPopt
0.15,SEP,50-55,0.8926260657905518,SEPopt
0.15,SEP,56+,0.9141964591866398,SEPopt
0.15,ETD,Overall,0.2921049037016801,SEPopt
0.15,ETD,Male,0.2938526762056174,SEPopt
0.15,ETD,Female,0.291113791716928,SEPopt
0.15,ETD,Under 18,0.2939195100612424,SEPopt
0.15,ETD,18-24,0.2934472934472935,SEPopt
0.15,ETD,25-34,0.29349922839506176,SEPopt
0.15,ETD,35-44,0.28879310344827586,SEPopt
0.15,ETD,45-49,0.28270042194092815,SEPopt
0.15,ETD,50-55,0.2857142857142857,SEPopt
0.15,ETD,56+,0.28431372549019596,SEPopt
0.2,ndcg,Overall,0.19715015516831755,SEPopt
0.2,ndcg,Male,0.19777469088912555,SEPopt
0.2,ndcg,Female,0.19143790773332248,SEPopt
0.2,ndcg,Under 18,0.19782509587388025,SEPopt
0.2,ndcg,18-24,0.19381131995640927,SEPopt
0.2,ndcg,25-34,0.19921465494474952,SEPopt
0.2,ndcg,35-44,0.2226576079948973,SEPopt
0.2,ndcg,45-49,0.15540800196421864,SEPopt
0.2,ndcg,50-55,0.1221171627099919,SEPopt
0.2,ndcg,56+,0.12374566735655959,SEPopt
0.2,hr,Overall,0.3015293312029217,SEPopt
0.2,hr,Male,0.30129526052399175,SEPopt
0.2,hr,Female,0.29159212880143115,SEPopt
0.2,hr,Under 18,0.3054466230936819,SEPopt
0.2,hr,18-24,0.29105571847507333,SEPopt
0.2,hr,25-34,0.3069016152716593,SEPopt
0.2,hr,35-44,0.33413461538461536,SEPopt
0.2,hr,45-49,0.24324324324324326,SEPopt
0.2,hr,50-55,0.18,SEPopt
0.2,hr,56+,0.23333333333333334,SEPopt
0.2,recall,Overall,0.024321063643972657,SEPopt
0.2,recall,Male,0.022972020747230013,SEPopt
0.2,recall,Female,0.024449449314599084,SEPopt
0.2,recall,Under 18,0.024326629018031076,SEPopt
0.2,recall,18-24,0.02293625005984219,SEPopt
0.2,recall,25-34,0.024135155133591633,SEPopt
0.2,recall,35-44,0.022306432148215236,SEPopt
0.2,recall,45-49,0.014448372485661836,SEPopt
0.2,recall,50-55,0.014689359198855372,SEPopt
0.2,recall,56+,0.011081392456695243,SEPopt
0.2,precision,Overall,0.05702655405919502,SEPopt
0.2,precision,Male,0.05662349131586694,SEPopt
0.2,precision,Female,0.054427549194991064,SEPopt
0.2,precision,Under 18,0.056688453159041405,SEPopt
0.2,precision,18-24,0.054349951124144674,SEPopt
0.2,precision,25-34,0.05800293685756241,SEPopt
0.2,precision,35-44,0.06225961538461538,SEPopt
0.2,precision,45-49,0.056756756756756746,SEPopt
0.2,precision,50-55,0.052000000000000005,SEPopt
0.2,precision,56+,0.045000000000000005,SEPopt
0.2,LIR,Overall,0.059507388601678264,SEPopt
0.2,LIR,Male,0.0607806575248731,SEPopt
0.2,LIR,Female,0.0556055549480143,SEPopt
0.2,LIR,Under 18,0.05376384548822904,SEPopt
0.2,LIR,18-24,0.06453620059261904,SEPopt
0.2,LIR,25-34,0.05874804218834905,SEPopt
0.2,LIR,35-44,0.04670142929189199,SEPopt
0.2,LIR,45-49,0.06407895946389626,SEPopt
0.2,LIR,50-55,0.033651337902266626,SEPopt
0.2,LIR,56+,0.06512298918785862,SEPopt
0.2,SEP,Overall,0.907633318862864,SEPopt
0.2,SEP,Male,0.906822305343887,SEPopt
0.2,SEP,Female,0.9092605025556759,SEPopt
0.2,SEP,Under 18,0.9078254416536742,SEPopt
0.2,SEP,18-24,0.9070413565561986,SEPopt
0.2,SEP,25-34,0.9077536421489115,SEPopt
0.2,SEP,35-44,0.9059668811746296,SEPopt
0.2,SEP,45-49,0.9162665959470611,SEPopt
0.2,SEP,50-55,0.8948313673306403,SEPopt
0.2,SEP,56+,0.9167555024299157,SEPopt
0.2,ETD,Overall,0.290450606322755,SEPopt
0.2,ETD,Male,0.2921450862627333,SEPopt
0.2,ETD,Female,0.28963945851762496,SEPopt
0.2,ETD,Under 18,0.2926071741032371,SEPopt
0.2,ETD,18-24,0.29180174869830044,SEPopt
0.2,ETD,25-34,0.29195601851851855,SEPopt
0.2,ETD,35-44,0.28544061302681994,SEPopt
0.2,ETD,45-49,0.2784810126582278,SEPopt
0.2,ETD,50-55,0.28174603174603174,SEPopt
0.2,ETD,56+,0.2826797385620914,SEPopt
0.25,ndcg,Overall,0.19663718625329196,SEPopt
0.25,ndcg,Male,0.19731330882324735,SEPopt
0.25,ndcg,Female,0.19093475636963816,SEPopt
0.25,ndcg,Under 18,0.1974156554950527,SEPopt
0.25,ndcg,18-24,0.19308802146939108,SEPopt
0.25,ndcg,25-34,0.19918747274471912,SEPopt
0.25,ndcg,35-44,0.22193471426656114,SEPopt
0.25,ndcg,45-49,0.1558221319659284,SEPopt
0.25,ndcg,50-55,0.12142392829072585,SEPopt
0.25,ndcg,56+,0.12374566735655959,SEPopt
0.25,hr,Overall,0.3015293312029217,SEPopt
0.25,hr,Male,0.30129526052399175,SEPopt
0.25,hr,Female,0.29159212880143115,SEPopt
0.25,hr,Under 18,0.3054466230936819,SEPopt
0.25,hr,18-24,0.29105571847507333,SEPopt
0.25,hr,25-34,0.3069016152716593,SEPopt
0.25,hr,35-44,0.33413461538461536,SEPopt
0.25,hr,45-49,0.24324324324324326,SEPopt
0.25,hr,50-55,0.18,SEPopt
0.25,hr,56+,0.23333333333333334,SEPopt
0.25,recall,Overall,0.024321063643972657,SEPopt
0.25,recall,Male,0.022972020747230013,SEPopt
0.25,recall,Female,0.024449449314599084,SEPopt
0.25,recall,Under 18,0.024326629018031076,SEPopt
0.25,recall,18-24,0.02293625005984219,SEPopt
0.25,recall,25-34,0.024135155133591633,SEPopt
0.25,recall,35-44,0.022306432148215236,SEPopt
0.25,recall,45-49,0.014448372485661836,SEPopt
0.25,recall,50-55,0.014689359198855372,SEPopt
0.25,recall,56+,0.011081392456695243,SEPopt
0.25,precision,Overall,0.05702655405919502,SEPopt
0.25,precision,Male,0.05662349131586694,SEPopt
0.25,precision,Female,0.054427549194991064,SEPopt
0.25,precision,Under 18,0.056688453159041405,SEPopt
0.25,precision,18-24,0.054349951124144674,SEPopt
0.25,precision,25-34,0.05800293685756241,SEPopt
0.25,precision,35-44,0.06225961538461538,SEPopt
0.25,precision,45-49,0.056756756756756746,SEPopt
0.25,precision,50-55,0.052000000000000005,SEPopt
0.25,precision,56+,0.045000000000000005,SEPopt
0.25,LIR,Overall,0.0596424057125514,SEPopt
0.25,LIR,Male,0.06097198138919312,SEPopt
0.25,LIR,Female,0.055568024389243305,SEPopt
0.25,LIR,Under 18,0.05422939918763669,SEPopt
0.25,LIR,18-24,0.06468078784226163,SEPopt
0.25,LIR,25-34,0.05854316726892549,SEPopt
0.25,LIR,35-44,0.04670142929189199,SEPopt
0.25,LIR,45-49,0.06407895946389626,SEPopt
0.25,LIR,50-55,0.033651337902266626,SEPopt
0.25,LIR,56+,0.06512298918785862,SEPopt
0.25,SEP,Overall,0.9090676326735124,SEPopt
0.25,SEP,Male,0.9082002317464687,SEPopt
0.25,SEP,Female,0.9108135662064516,SEPopt
0.25,SEP,Under 18,0.9093204563469645,SEPopt
0.25,SEP,18-24,0.9083805302449618,SEPopt
0.25,SEP,25-34,0.9090654964293895,SEPopt
0.25,SEP,35-44,0.9079226878967419,SEPopt
0.25,SEP,45-49,0.9193177115783728,SEPopt
0.25,SEP,50-55,0.8966153869450364,SEPopt
0.25,SEP,56+,0.9187517012938978,SEPopt
0.25,ETD,Overall,0.29029883592101874,SEPopt
0.25,ETD,Male,0.29210092445386565,SEPopt
0.25,ETD,Female,0.2892373676450878,SEPopt
0.25,ETD,Under 18,0.2925634295713036,SEPopt
0.25,ETD,18-24,0.2917035072207486,SEPopt
0.25,ETD,25-34,0.2916184413580247,SEPopt
0.25,ETD,35-44,0.2849616858237548,SEPopt
0.25,ETD,45-49,0.28270042194092815,SEPopt
0.25,ETD,50-55,0.28174603174603174,SEPopt
0.25,ETD,56+,0.2810457516339869,SEPopt
0.3,ndcg,Overall,0.19657323182393446,SEPopt
0.3,ndcg,Male,0.1974738837157901,SEPopt
0.3,ndcg,Female,0.19086911838849469,SEPopt
0.3,ndcg,Under 18,0.1972201673395135,SEPopt
0.3,ndcg,18-24,0.19357397599754836,SEPopt
0.3,ndcg,25-34,0.1988714442190164,SEPopt
0.3,ndcg,35-44,0.22199904055730782,SEPopt
0.3,ndcg,45-49,0.15558487402781293,SEPopt
0.3,ndcg,50-55,0.12142392829072585,SEPopt
0.3,ndcg,56+,0.12442470586193115,SEPopt
0.3,hr,Overall,0.3015293312029217,SEPopt
0.3,hr,Male,0.30129526052399175,SEPopt
0.3,hr,Female,0.29159212880143115,SEPopt
0.3,hr,Under 18,0.3054466230936819,SEPopt
0.3,hr,18-24,0.29105571847507333,SEPopt
0.3,hr,25-34,0.3069016152716593,SEPopt
0.3,hr,35-44,0.33413461538461536,SEPopt
0.3,hr,45-49,0.24324324324324326,SEPopt
0.3,hr,50-55,0.18,SEPopt
0.3,hr,56+,0.23333333333333334,SEPopt
0.3,recall,Overall,0.024321063643972657,SEPopt
0.3,recall,Male,0.022972020747230013,SEPopt
0.3,recall,Female,0.024449449314599084,SEPopt
0.3,recall,Under 18,0.024326629018031076,SEPopt
0.3,recall,18-24,0.02293625005984219,SEPopt
0.3,recall,25-34,0.024135155133591633,SEPopt
0.3,recall,35-44,0.022306432148215236,SEPopt
0.3,recall,45-49,0.014448372485661836,SEPopt
0.3,recall,50-55,0.014689359198855372,SEPopt
0.3,recall,56+,0.011081392456695243,SEPopt
0.3,precision,Overall,0.05702655405919502,SEPopt
0.3,precision,Male,0.05662349131586694,SEPopt
0.3,precision,Female,0.054427549194991064,SEPopt
0.3,precision,Under 18,0.056688453159041405,SEPopt
0.3,precision,18-24,0.054349951124144674,SEPopt
0.3,precision,25-34,0.05800293685756241,SEPopt
0.3,precision,35-44,0.06225961538461538,SEPopt
0.3,precision,45-49,0.056756756756756746,SEPopt
0.3,precision,50-55,0.052000000000000005,SEPopt
0.3,precision,56+,0.045000000000000005,SEPopt
0.3,LIR,Overall,0.05973915749123526,SEPopt
0.3,LIR,Male,0.060981730072702175,SEPopt
0.3,LIR,Female,0.055931390391004414,SEPopt
0.3,LIR,Under 18,0.054240805904179776,SEPopt
0.3,LIR,18-24,0.06488944485486138,SEPopt
0.3,LIR,25-34,0.058541684401292,SEPopt
0.3,LIR,35-44,0.04670142929189199,SEPopt
0.3,LIR,45-49,0.06407895946389626,SEPopt
0.3,LIR,50-55,0.033651337902266626,SEPopt
0.3,LIR,56+,0.06512298918785862,SEPopt
0.3,SEP,Overall,0.9099097186099504,SEPopt
0.3,SEP,Male,0.9090543707907452,SEPopt
0.3,SEP,Female,0.9116266104241569,SEPopt
0.3,SEP,Under 18,0.9102022689004069,SEPopt
0.3,SEP,18-24,0.9092599461564049,SEPopt
0.3,SEP,25-34,0.9098132284209267,SEPopt
0.3,SEP,35-44,0.9083552605454287,SEPopt
0.3,SEP,45-49,0.9206715874106752,SEPopt
0.3,SEP,50-55,0.9001350490908976,SEPopt
0.3,SEP,56+,0.9191255220821399,SEPopt
0.3,ETD,Overall,0.2900484147581539,SEPopt
0.3,ETD,Male,0.29183595360065956,SEPopt
0.3,ETD,Female,0.2889246302997811,SEPopt
0.3,ETD,Under 18,0.29177602799650043,SEPopt
0.3,ETD,18-24,0.29150702426564495,SEPopt
0.3,ETD,25-34,0.2916666666666667,SEPopt
0.3,ETD,35-44,0.28544061302681994,SEPopt
0.3,ETD,45-49,0.281293952180028,SEPopt
0.3,ETD,50-55,0.27976190476190477,SEPopt
0.3,ETD,56+,0.2810457516339869,SEPopt
0.35,ndcg,Overall,0.1966751108171339,SEPopt
0.35,ndcg,Male,0.19763883840442553,SEPopt
0.35,ndcg,Female,0.19098925220343627,SEPopt
0.35,ndcg,Under 18,0.19746195037335199,SEPopt
0.35,ndcg,18-24,0.1934525191169489,SEPopt
0.35,ndcg,25-34,0.19913666588704704,SEPopt
0.35,ndcg,35-44,0.22378120469725596,SEPopt
0.35,ndcg,45-49,0.1558221319659284,SEPopt
0.35,ndcg,50-55,0.12142392829072585,SEPopt
0.35,ndcg,56+,0.12493546619737314,SEPopt
0.35,hr,Overall,0.3015293312029217,SEPopt
0.35,hr,Male,0.30129526052399175,SEPopt
0.35,hr,Female,0.29159212880143115,SEPopt
0.35,hr,Under 18,0.3054466230936819,SEPopt
0.35,hr,18-24,0.29105571847507333,SEPopt
0.35,hr,25-34,0.3069016152716593,SEPopt
0.35,hr,35-44,0.33413461538461536,SEPopt
0.35,hr,45-49,0.24324324324324326,SEPopt
0.35,hr,50-55,0.18,SEPopt
0.35,hr,56+,0.23333333333333334,SEPopt
0.35,recall,Overall,0.024321063643972657,SEPopt
0.35,recall,Male,0.022972020747230013,SEPopt
0.35,recall,Female,0.024449449314599084,SEPopt
0.35,recall,Under 18,0.024326629018031076,SEPopt
0.35,recall,18-24,0.02293625005984219,SEPopt
0.35,recall,25-34,0.024135155133591633,SEPopt
0.35,recall,35-44,0.022306432148215236,SEPopt
0.35,recall,45-49,0.014448372485661836,SEPopt
0.35,recall,50-55,0.014689359198855372,SEPopt
0.35,recall,56+,0.011081392456695243,SEPopt
0.35,precision,Overall,0.05702655405919502,SEPopt
0.35,precision,Male,0.05662349131586694,SEPopt
0.35,precision,Female,0.054427549194991064,SEPopt
0.35,precision,Under 18,0.056688453159041405,SEPopt
0.35,precision,18-24,0.054349951124144674,SEPopt
0.35,precision,25-34,0.05800293685756241,SEPopt
0.35,precision,35-44,0.06225961538461538,SEPopt
0.35,precision,45-49,0.056756756756756746,SEPopt
0.35,precision,50-55,0.052000000000000005,SEPopt
0.35,precision,56+,0.045000000000000005,SEPopt
0.35,LIR,Overall,0.059690770599563035,SEPopt
0.35,LIR,Male,0.06091755329070533,SEPopt
0.35,LIR,Female,0.055931390391004414,SEPopt
0.35,LIR,Under 18,0.054240805904179776,SEPopt
