alpha,metric,group,data,opt
0,ndcg,Overall,0.19699498897658932,LIRopt
0,ndcg,Male,0.19744398880184813,LIRopt
0,ndcg,Female,0.19111510725859554,LIRopt
0,ndcg,Under 18,0.19824689282521774,LIRopt
0,ndcg,18-24,0.19277614439357882,LIRopt
0,ndcg,25-34,0.19899095017162174,LIRopt
0,ndcg,35-44,0.21902296545454375,LIRopt
0,ndcg,45-49,0.17201205770758077,LIRopt
0,ndcg,50-55,0.12691837961999453,LIRopt
0,ndcg,56+,0.1370726962750365,LIRopt
0,hr,Overall,0.3015293312029217,LIRopt
0,hr,Male,0.30129526052399175,LIRopt
0,hr,Female,0.29159212880143115,LIRopt
0,hr,Under 18,0.3054466230936819,LIRopt
0,hr,18-24,0.29105571847507333,LIRopt
0,hr,25-34,0.3069016152716593,LIRopt
0,hr,35-44,0.33413461538461536,LIRopt
0,hr,45-49,0.24324324324324326,LIRopt
0,hr,50-55,0.18,LIRopt
0,hr,56+,0.23333333333333334,LIRopt
0,recall,Overall,0.024321063643972657,LIRopt
0,recall,Male,0.022972020747230013,LIRopt
0,recall,Female,0.024449449314599084,LIRopt
0,recall,Under 18,0.024326629018031076,LIRopt
0,recall,18-24,0.02293625005984219,LIRopt
0,recall,25-34,0.024135155133591633,LIRopt
0,recall,35-44,0.022306432148215236,LIRopt
0,recall,45-49,0.014448372485661836,LIRopt
0,recall,50-55,0.014689359198855372,LIRopt
0,recall,56+,0.011081392456695243,LIRopt
0,precision,Overall,0.05702655405919502,LIRopt
0,precision,Male,0.05662349131586694,LIRopt
0,precision,Female,0.054427549194991064,LIRopt
0,precision,Under 18,0.056688453159041405,LIRopt
0,precision,18-24,0.054349951124144674,LIRopt
0,precision,25-34,0.05800293685756241,LIRopt
0,precision,35-44,0.06225961538461538,LIRopt
0,precision,45-49,0.056756756756756746,LIRopt
0,precision,50-55,0.052000000000000005,LIRopt
0,precision,56+,0.045000000000000005,LIRopt
0,LIR,Overall,0.0599346788647106,LIRopt
0,LIR,Male,0.06149888402579095,LIRopt
0,LIR,Female,0.05514129372229773,LIRopt
0,LIR,Under 18,0.05398570550714413,LIRopt
0,LIR,18-24,0.06510441912756582,LIRopt
