dataset,model,role,optimized_metric,alpha,ndcg,hr,precision,recall,LIR,SEP,ETD,ndcg_delta_pct,hr_delta_pct,precision_delta_pct,recall_delta_pct,LIR_delta_pct,SEP_delta_pct,ETD_delta_pct,ndcg_retention_pct,optimized_metric_gain_pct,sweep_protocol,ndcg_scope
LastFM,PGPR,main,LIR,0.5,0.030902340572560843,0.18638850889192887,0.02535567715458325,0.01773135800447569,0.0038327709075204565,0.568477603997075,0.15977352181181112,-0.007513402806557436,0.0,0.0,0.0,502.1737281916887,-0.060282212418716015,-0.19464489175854652,99.99248659719345,502.1737281916887,strict baseline-preserving canonical alpha sweep over the frozen original top-k item set,strict canonical NDCG@10; alpha=0 is verified to exactly preserve the original top-k ranking
LastFM,PGPR,main,LIR,0.55,0.03090083350707951,0.18638850889192887,0.02535567715458325,0.01773135800447569,0.0038327709075204565,0.568477603997075,0.15977352181181112,-0.012389901549087465,0.0,0.0,0.0,502.1737281916887,-0.060282212418716015,-0.19464489175854652,99.9876100984509,502.1737281916887,strict baseline-preserving canonical alpha sweep over the frozen original top-k item set,strict canonical NDCG@10; alpha=0 is verified to exactly preserve the original top-k ranking
LastFM,PGPR,main,LIR,0.6,0.030895625221121572,0.18638850889192887,0.02535567715458325,0.01773135800447569,0.0038327709075204565,0.568477603997075,0.15977352181181112,-0.029242652965135226,0.0,0.0,0.0,502.1737281916887,-0.060282212418716015,-0.19464489175854652,99.97075734703486,502.1737281916887,strict baseline-preserving canonical alpha sweep over the frozen original top-k item set,strict canonical NDCG@10; alpha=0 is verified to exactly preserve the original top-k ranking
LastFM,PGPR,main,LIR,0.65,0.030895707294619417,0.18638850889192887,0.02535567715458325,0.01773135800447569,0.0038327709075204565,0.568477603997075,0.15977352181181112,-0.028977083012140956,0.0,0.0,0.0,502.1737281916887,-0.060282212418716015,-0.19464489175854652,99.97102291698786,502.1737281916887,strict baseline-preserving canonical alpha sweep over the frozen original top-k item set,strict canonical NDCG@10; alpha=0 is verified to exactly preserve the original top-k ranking
LastFM,PGPR,main,LIR,0.7,0.030901302865590466,0.18638850889192887,0.02535567715458325,0.01773135800447569,0.0038327709075204565,0.568477603997075,0.15977352181181112,-0.010871171131050152,0.0,0.0,0.0,502.1737281916887,-0.060282212418716015,-0.19464489175854652,99.98912882886894,502.1737281916887,strict baseline-preserving canonical alpha sweep over the frozen original top-k item set,strict canonical NDCG@10; alpha=0 is verified to exactly preserve the original top-k ranking
LastFM,PGPR,main,LIR,0.75,0.03089652355136933,0.18638850889192887,0.02535567715458325,0.01773135800447569,0.0038327709075204565,0.568477603997075,0.15977352181181112,-0.026335873944692934,0.0,0.0,0.0,502.1737281916887,-0.060282212418716015,-0.19464489175854652,99.97366412605531,502.1737281916887,strict baseline-preserving canonical alpha sweep over the frozen original top-k item set,strict canonical NDCG@10; alpha=0 is verified to exactly preserve the original top-k ranking
LastFM,PGPR,main,LIR,0.8,0.03089695649518675,0.18638850889192887,0.02535567715458325,0.01773135800447569,0.0038327709075204565,0.568477603997075,0.15977352181181112,-0.024934972651832137,0.0,0.0,0.0,502.1737281916887,-0.060282212418716015,-0.19464489175854652,99.97506502734817,502.1737281916887,strict baseline-preserving canonical alpha sweep over the frozen original top-k item set,strict canonical NDCG@10; alpha=0 is verified to exactly preserve the original top-k ranking
LastFM,PGPR,main,LIR,0.85,0.030894325728603133,0.18638850889192887,0.02535567715458325,0.01773135800447569,0.0038327709075204565,0.568477603997075,0.15977352181181112,-0.03344749589371712,0.0,0.0,0.0,502.1737281916887,-0.060282212418716015,-0.19464489175854652,99.96655250410629,502.1737281916887,strict baseline-preserving canonical alpha sweep over the frozen original top-k item set,strict canonical NDCG@10; alpha=0 is verified to exactly preserve the original top-k ranking
LastFM,PGPR,main,LIR,0.9,0.030891725604792364,0.18638850889192887,0.02535567715458325,0.01773135800447569,0.0038327709075204565,0.568477603997075,0.15977352181181112,-0.041860866547273015,0.0,0.0,0.0,502.1737281916887,-0.060282212418716015,-0.19464489175854652,99.95813913345273,502.1737281916887,strict baseline-preserving canonical alpha sweep over the frozen original top-k item set,strict canonical NDCG@10; alpha=0 is verified to exactly preserve the original top-k ranking
LastFM,PGPR,main,LIR,0.95,0.030893427320709505,0.18638850889192887,0.02535567715458325,0.01773135800447569,0.0038327709075204565,0.568477603997075,0.15977352181181112,-0.03635452615737794,0.0,0.0,0.0,502.1737281916887,-0.060282212418716015,-0.19464489175854652,99.96364547384262,502.1737281916887,strict baseline-preserving canonical alpha sweep over the frozen original top-k item set,strict canonical NDCG@10; alpha=0 is verified to exactly preserve the original top-k ranking
LastFM,PGPR,main,LIR,1.0,0.030886867203333872,0.18638850889192887,0.02535567715458325,0.01773135800447569,0.0038327709075204565,0.568477603997075,0.15977352181181112,-0.057581476498525255,0.0,0.0,0.0,502.1737281916887,-0.060282212418716015,-0.19464489175854652,99.94241852350147,502.1737281916887,strict baseline-preserving canonical alpha sweep over the frozen original top-k item set,strict canonical NDCG@10; alpha=0 is verified to exactly preserve the original top-k ranking
LastFM,PGPR,main,SEP,0.0,0.03090466256434531,0.18638850889192887,0.02535567715458325,0.01773135800447569,0.0006364892269594961,0.5688205015801188,0.1600851193190312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,strict baseline-preserving canonical alpha sweep over the frozen original top-k item set,strict canonical NDCG@10; alpha=0 is verified to exactly preserve the original top-k ranking
LastFM,PGPR,main,SEP,0.05,0.03090466256434531,0.18638850889192887,0.02535567715458325,0.01773135800447569,0.0005548495942232323,0.7682648159865161,0.1655722754217834,0.0,0.0,0.0,0.0,-12.82655373858496,35.0627858616846,3.4276490695034223,100.0,35.0627858616846,strict baseline-preserving canonical alpha sweep over the frozen original top-k item set,strict canonical NDCG@10; alpha=0 is verified to exactly preserve the original top-k ranking
