alpha,metric,group,data,opt
0,ndcg,Overall,0.11508230056940125,ETDopt
0,ndcg,Male,0.11340226989131372,ETDopt
0,ndcg,Female,0.11454290537705711,ETDopt
0,ndcg,Under 18,0.11264056791225126,ETDopt
0,ndcg,18-24,0.11217343192159313,ETDopt
0,ndcg,25-34,0.11888351955751665,ETDopt
0,ndcg,35-44,0.12054775083534766,ETDopt
0,ndcg,45-49,0.11700483032606862,ETDopt
0,ndcg,50-55,0.09808981172687607,ETDopt
0,ndcg,56+,0.03820024448836146,ETDopt
0,hr,Overall,0.17991689750692522,ETDopt
0,hr,Male,0.17995169082125603,ETDopt
0,hr,Female,0.17822185970636215,ETDopt
0,hr,Under 18,0.1705765407554672,ETDopt
0,hr,18-24,0.18022864828513785,ETDopt
0,hr,25-34,0.19014084507042253,ETDopt
0,hr,35-44,0.1925601750547046,ETDopt
0,hr,45-49,0.16666666666666666,ETDopt
0,hr,50-55,0.12727272727272726,ETDopt
0,hr,56+,0.07575757575757576,ETDopt
0,recall,Overall,0.008863358498012338,ETDopt
0,recall,Male,0.008490094938814738,ETDopt
0,recall,Female,0.008882372849664075,ETDopt
0,recall,Under 18,0.008124252800187607,ETDopt
0,recall,18-24,0.008952800708371457,ETDopt
0,recall,25-34,0.008884064937380247,ETDopt
0,recall,35-44,0.007324822477461235,ETDopt
0,recall,45-49,0.008756818551938363,ETDopt
0,recall,50-55,0.00523357431027866,ETDopt
0,recall,56+,0.002634971437312271,ETDopt
0,precision,Overall,0.02576869806094183,ETDopt
0,precision,Male,0.026368760064412237,ETDopt
0,precision,Female,0.025203915171288744,ETDopt
0,precision,Under 18,0.026003976143141157,ETDopt
0,precision,18-24,0.025330643353508184,ETDopt
0,precision,25-34,0.028080985915492962,ETDopt
0,precision,35-44,0.02713347921225383,ETDopt
0,precision,45-49,0.030769230769230767,ETDopt
0,precision,50-55,0.014545454545454544,ETDopt
0,precision,56+,0.007575757575757576,ETDopt
0,LIR,Overall,0.0842325297232751,ETDopt
0,LIR,Male,0.0847647751081605,ETDopt
0,LIR,Female,0.08260150510866164,ETDopt
0,LIR,Under 18,0.07773590714990875,ETDopt
0,LIR,18-24,0.08917748476436328,ETDopt
0,LIR,25-34,0.08576748355269506,ETDopt
0,LIR,35-44,0.07063125003236574,ETDopt
0,LIR,45-49,0.07467413755627564,ETDopt
0,LIR,50-55,0.03930074199185097,ETDopt
0,LIR,56+,0.08244089612595895,ETDopt
0,SEP,Overall,0.7342164999787236,ETDopt
0,SEP,Male,0.7348106952010357,ETDopt
0,SEP,Female,0.7343447113170662,ETDopt
0,SEP,Under 18,0.7354180420335351,ETDopt
0,SEP,18-24,0.7353588730317382,ETDopt
0,SEP,25-34,0.7335221643983763,ETDopt
0,SEP,35-44,0.7301636386009289,ETDopt
0,SEP,45-49,0.728007358993179,ETDopt
0,SEP,50-55,0.7318552788506204,ETDopt
0,SEP,56+,0.744129763258613,ETDopt
0,ETD,Overall,0.12044499081789073,ETDopt
0,ETD,Male,0.12116528292998882,ETDopt
0,ETD,Female,0.1196443729616227,ETDopt
0,ETD,Under 18,0.1194663167104112,ETDopt
0,ETD,18-24,0.12105806071323315,ETDopt
0,ETD,25-34,0.1213348765432099,ETDopt
0,ETD,35-44,0.12164750957854409,ETDopt
0,ETD,45-49,0.1181434599156118,ETDopt
0,ETD,50-55,0.12301587301587302,ETDopt
0,ETD,56+,0.12908496732026142,ETDopt
0.05,ndcg,Overall,0.11525508557765952,ETDopt
0.05,ndcg,Male,0.11316255827829173,ETDopt
0.05,ndcg,Female,0.11628904743747767,ETDopt
0.05,ndcg,Under 18,0.11392022150584058,ETDopt
0.05,ndcg,18-24,0.1123877590445229,ETDopt
0.05,ndcg,25-34,0.11766958361161878,ETDopt
0.05,ndcg,35-44,0.12137614598245092,ETDopt
0.05,ndcg,45-49,0.1250936733205745,ETDopt
0.05,ndcg,50-55,0.09935023794372347,ETDopt
0.05,ndcg,56+,0.03820024448836146,ETDopt
0.05,hr,Overall,0.18067867036011082,ETDopt
0.05,hr,Male,0.17941492216854535,ETDopt
0.05,hr,Female,0.18393148450244698,ETDopt
0.05,hr,Under 18,0.17415506958250496,ETDopt
0.05,hr,18-24,0.18134947321228423,ETDopt
0.05,hr,25-34,0.18794014084507044,ETDopt
0.05,hr,35-44,0.1925601750547046,ETDopt
0.05,hr,45-49,0.1794871794871795,ETDopt
0.05,hr,50-55,0.12727272727272726,ETDopt
0.05,hr,56+,0.07575757575757576,ETDopt
0.05,recall,Overall,0.008949098517969453,ETDopt
0.05,recall,Male,0.008559052451323795,ETDopt
0.05,recall,Female,0.009101828878245921,ETDopt
0.05,recall,Under 18,0.008332012094698369,ETDopt
0.05,recall,18-24,0.00908089376669384,ETDopt
0.05,recall,25-34,0.008813184402934467,ETDopt
0.05,recall,35-44,0.00745667554371621,ETDopt
0.05,recall,45-49,0.009510966364909704,ETDopt
0.05,recall,50-55,0.00523357431027866,ETDopt
0.05,recall,56+,0.002634971437312271,ETDopt
0.05,precision,Overall,0.025782548476454295,ETDopt
0.05,precision,Male,0.026301663982823402,ETDopt
0.05,precision,Female,0.025734094616639475,ETDopt
0.05,precision,Under 18,0.02648111332007952,ETDopt
0.05,precision,18-24,0.025353059852051107,ETDopt
0.05,precision,25-34,0.027772887323943663,ETDopt
0.05,precision,35-44,0.02735229759299781,ETDopt
0.05,precision,45-49,0.03205128205128205,ETDopt
0.05,precision,50-55,0.014545454545454544,ETDopt
0.05,precision,56+,0.007575757575757576,ETDopt
0.05,LIR,Overall,0.08404119647044411,ETDopt
0.05,LIR,Male,0.08471392563606625,ETDopt
0.05,LIR,Female,0.08197967022849399,ETDopt
0.05,LIR,Under 18,0.07718250439900477,ETDopt
0.05,LIR,18-24,0.0889550726778514,ETDopt
0.05,LIR,25-34,0.08640529396255696,ETDopt
0.05,LIR,35-44,0.06844604173218176,ETDopt
0.05,LIR,45-49,0.07467413755627564,ETDopt
0.05,LIR,50-55,0.03930074199185097,ETDopt
0.05,LIR,56+,0.08244089612595895,ETDopt
0.05,SEP,Overall,0.7386540783187591,ETDopt
0.05,SEP,Male,0.7393248910582166,ETDopt
0.05,SEP,Female,0.7388299265835376,ETDopt
0.05,SEP,Under 18,0.739853000822811,ETDopt
0.05,SEP,18-24,0.739928035795642,ETDopt
0.05,SEP,25-34,0.7377127835281092,ETDopt
0.05,SEP,35-44,0.736102260234522,ETDopt
0.05,SEP,45-49,0.7339043499097154,ETDopt
0.05,SEP,50-55,0.7356403266003463,ETDopt
0.05,SEP,56+,0.7471516431353954,ETDopt
0.05,ETD,Overall,0.15298456495014343,ETDopt
0.05,ETD,Male,0.15397750691868342,ETDopt
0.05,ETD,Female,0.15248179421882682,ETDopt
0.05,ETD,Under 18,0.1515748031496063,ETDopt
0.05,ETD,18-24,0.15418999901758523,ETDopt
0.05,ETD,25-34,0.15359760802469136,ETDopt
0.05,ETD,35-44,0.15780651340996174,ETDopt
0.05,ETD,45-49,0.15752461322081573,ETDopt
0.05,ETD,50-55,0.15277777777777776,ETDopt
0.05,ETD,56+,0.15849673202614376,ETDopt
0.1,ndcg,Overall,0.11520436120129993,ETDopt
0.1,ndcg,Male,0.11255085073733621,ETDopt
0.1,ndcg,Female,0.11651779430291824,ETDopt
0.1,ndcg,Under 18,0.11417712596184391,ETDopt
0.1,ndcg,18-24,0.11165765854673586,ETDopt
0.1,ndcg,25-34,0.11779763244944357,ETDopt
0.1,ndcg,35-44,0.11785319940227422,ETDopt
0.1,ndcg,45-49,0.12422657024675693,ETDopt
0.1,ndcg,50-55,0.09935023794372347,ETDopt
0.1,ndcg,56+,0.03820024448836146,ETDopt
0.1,hr,Overall,0.18137119113573408,ETDopt
0.1,hr,Male,0.17887815351583466,ETDopt
0.1,hr,Female,0.1859706362153344,ETDopt
0.1,hr,Under 18,0.1749502982107356,ETDopt
0.1,hr,18-24,0.1806769782559964,ETDopt
0.1,hr,25-34,0.18970070422535212,ETDopt
0.1,hr,35-44,0.18818380743982493,ETDopt
0.1,hr,45-49,0.1794871794871795,ETDopt
0.1,hr,50-55,0.12727272727272726,ETDopt
0.1,hr,56+,0.07575757575757576,ETDopt
0.1,recall,Overall,0.009092384414519839,ETDopt
0.1,recall,Male,0.008686083461149508,ETDopt
0.1,recall,Female,0.009309952527618614,ETDopt
0.1,recall,Under 18,0.008583977630666463,ETDopt
0.1,recall,18-24,0.009209191307166666,ETDopt
0.1,recall,25-34,0.008945306409653759,ETDopt
0.1,recall,35-44,0.007349661727315362,ETDopt
0.1,recall,45-49,0.009506475817511975,ETDopt
0.1,recall,50-55,0.00523357431027866,ETDopt
0.1,recall,56+,0.002634971437312271,ETDopt
0.1,precision,Overall,0.02575484764542936,ETDopt
0.1,precision,Male,0.0261003757380569,ETDopt
0.1,precision,Female,0.025978792822185973,ETDopt
0.1,precision,Under 18,0.026401590457256464,ETDopt
0.1,precision,18-24,0.02517372786370769,ETDopt
0.1,precision,25-34,0.027948943661971832,ETDopt
0.1,precision,35-44,0.026914660831509847,ETDopt
0.1,precision,45-49,0.030769230769230767,ETDopt
0.1,precision,50-55,0.014545454545454544,ETDopt
0.1,precision,56+,0.007575757575757576,ETDopt
0.1,LIR,Overall,0.08344015761366497,ETDopt
0.1,LIR,Male,0.08428364304566399,ETDopt
0.1,LIR,Female,0.08085536206498291,ETDopt
0.1,LIR,Under 18,0.07685284687528167,ETDopt
0.1,LIR,18-24,0.08873683488910179,ETDopt
0.1,LIR,25-34,0.08475033949800007,ETDopt
0.1,LIR,35-44,0.06810607912806821,ETDopt
0.1,LIR,45-49,0.07467413755627564,ETDopt
0.1,LIR,50-55,0.03544124195644271,ETDopt
0.1,LIR,56+,0.08244089612595895,ETDopt
0.1,SEP,Overall,0.7422419030698406,ETDopt
0.1,SEP,Male,0.7429086018701331,ETDopt
0.1,SEP,Female,0.7423104988850479,ETDopt
0.1,SEP,Under 18,0.7435005317784135,ETDopt
0.1,SEP,18-24,0.7434596155838796,ETDopt
0.1,SEP,25-34,0.7413049546280135,ETDopt
0.1,SEP,35-44,0.7394754415869141,ETDopt
0.1,SEP,45-49,0.7367427452800568,ETDopt
0.1,SEP,50-55,0.7389295427558747,ETDopt
0.1,SEP,56+,0.7503002030118785,ETDopt
0.1,ETD,Overall,0.1784744039217472,ETDopt
0.1,ETD,Male,0.1797680032974151,ETDopt
0.1,ETD,Female,0.17714336773444134,ETDopt
0.1,ETD,Under 18,0.17699037620297464,ETDopt
0.1,ETD,18-24,0.18032223204637,ETDopt
0.1,ETD,25-34,0.17824074074074078,ETDopt
0.1,ETD,35-44,0.18247126436781613,ETDopt
0.1,ETD,45-49,0.18565400843881852,ETDopt
0.1,ETD,50-55,0.16865079365079366,ETDopt
0.1,ETD,56+,0.18627450980392157,ETDopt
0.15,ndcg,Overall,0.1149989770644524,ETDopt
0.15,ndcg,Male,0.11205761426883783,ETDopt
0.15,ndcg,Female,0.11731499118725708,ETDopt
0.15,ndcg,Under 18,0.11500451564679728,ETDopt
0.15,ndcg,18-24,0.11168273910102831,ETDopt
0.15,ndcg,25-34,0.11578390606106466,ETDopt
0.15,ndcg,35-44,0.1191548360249786,ETDopt
0.15,ndcg,45-49,0.12422657024675693,ETDopt
0.15,ndcg,50-55,0.09976612619417236,ETDopt
