protocol,model,family,objective,rec_metric,alpha0_rec,alpha1_rec,delta_rec,relative_rec_change,alpha0_explainability,alpha1_explainability,delta_explainability,relative_explainability_change,best_rec_alpha,best_rec_value,best_exp_alpha,best_exp_value,explanation_monotonic_increases,rec_monotonic_nonincreasing
canonical_all_users_language_models,KGGLM,Two-stage path language model,ETD,ndcg,0.0477493383896796,0.0477493383896796,0.0,0.0,0.0950331125827814,0.0950331125827814,0.0,0.0,0.0,0.0477493383896796,0.0,0.0950331125827814,1,1
canonical_all_users_language_models,KGGLM,Two-stage path language model,LIR,ndcg,0.033649334338773,0.033649334338773,0.0,0.0,0.3161425275570651,0.3161425275570651,0.0,0.0,0.0,0.033649334338773,0.0,0.3161425275570651,1,1
canonical_all_users_language_models,KGGLM,Two-stage path language model,SEP,ndcg,0.033649334338773,0.033649334338773,0.0,0.0,0.4790553972271969,0.4790553972271969,0.0,0.0,0.0,0.033649334338773,0.0,0.4790553972271969,1,1
canonical_all_users_language_models,PEARLM,KG-constrained path language model,ETD,ndcg,0.0466873249679199,0.0466852981578708,-2.0268100490994367e-06,-4.34124261883273e-05,0.0983609271523178,0.0988907284768211,0.0005298013245032956,0.0053862986029287185,0.05,0.0466982942102137,0.6,0.0988907284768211,1,0
canonical_all_users_language_models,PEARLM,KG-constrained path language model,LIR,ndcg,0.0353023408019217,0.0354478072786263,0.00014546647670460322,0.004120590119527812,0.4224912286051489,0.4271820316378655,0.004690803032716573,0.01110272288540326,0.8,0.0354478072786263,0.95,0.4271820316378655,1,0
canonical_all_users_language_models,PEARLM,KG-constrained path language model,SEP,ndcg,0.0353023408019217,0.0352285209302099,-7.381987171179577e-05,-0.002091075833355993,0.5093715682966913,0.5266247315562497,0.01725316325955839,0.033871468949969064,0.05,0.0353212762809961,1.0,0.5266247315562497,1,0
