protocol,model,objective,rec_metric,alpha,rec_value,explainability
legacy_four_model,CAFE,ETD,hr,0.4,0.4402,0.8542
legacy_four_model,CAFE,ETD,hr,0.45,0.4402,0.8542
legacy_four_model,CAFE,ETD,hr,0.5,0.4402,0.8542
legacy_four_model,CAFE,ETD,hr,0.55,0.4402,0.8542
legacy_four_model,CAFE,ETD,hr,0.6,0.4402,0.8542
legacy_four_model,CAFE,ETD,hr,0.65,0.4402,0.8542
legacy_four_model,CAFE,ETD,hr,0.7,0.4402,0.8542
legacy_four_model,CAFE,ETD,hr,0.75,0.4402,0.8542
legacy_four_model,CAFE,ETD,hr,0.8,0.4402,0.8542
legacy_four_model,CAFE,ETD,hr,0.85,0.4402,0.8542
legacy_four_model,CAFE,ETD,hr,0.9,0.4402,0.8542
legacy_four_model,CAFE,ETD,hr,0.95,0.4402,0.8542
legacy_four_model,CAFE,ETD,hr,1.0,0.4402,0.8542
legacy_four_model,TPRec,ETD,hr,0.0,0.4796,0.2874
legacy_four_model,TPRec,ETD,hr,0.05,0.4775,0.4485
legacy_four_model,TPRec,ETD,hr,0.1,0.474,0.5617
legacy_four_model,TPRec,ETD,hr,0.15,0.4649,0.6323
legacy_four_model,TPRec,ETD,hr,0.2,0.4561,0.6744
legacy_four_model,TPRec,ETD,hr,0.25,0.4498,0.699
legacy_four_model,TPRec,ETD,hr,0.3,0.4455,0.7128
legacy_four_model,TPRec,ETD,hr,0.35,0.444,0.7212
legacy_four_model,TPRec,ETD,hr,0.4,0.4427,0.7256
legacy_four_model,TPRec,ETD,hr,0.45,0.4419,0.7281
legacy_four_model,TPRec,ETD,hr,0.5,0.4414,0.7295
legacy_four_model,TPRec,ETD,hr,0.55,0.4412,0.7299
legacy_four_model,TPRec,ETD,hr,0.6,0.4412,0.73
legacy_four_model,TPRec,ETD,hr,0.65,0.4412,0.7301
legacy_four_model,TPRec,ETD,hr,0.7,0.4412,0.7301
legacy_four_model,TPRec,ETD,hr,0.75,0.4412,0.7301
legacy_four_model,TPRec,ETD,hr,0.8,0.4412,0.7301
legacy_four_model,TPRec,ETD,hr,0.85,0.4412,0.7301
legacy_four_model,TPRec,ETD,hr,0.9,0.4412,0.7301
legacy_four_model,TPRec,ETD,hr,0.95,0.4412,0.7301
legacy_four_model,TPRec,ETD,hr,1.0,0.4412,0.7301
legacy_four_model,PGPR,ETD,precision,0.0,0.0836,0.1611
legacy_four_model,PGPR,ETD,precision,0.05,0.083,0.2449
legacy_four_model,PGPR,ETD,precision,0.1,0.0811,0.3007
legacy_four_model,PGPR,ETD,precision,0.15,0.0783,0.3523
legacy_four_model,PGPR,ETD,precision,0.2,0.0755,0.3991
legacy_four_model,PGPR,ETD,precision,0.25,0.0731,0.4373
legacy_four_model,PGPR,ETD,precision,0.3,0.0706,0.4674
legacy_four_model,PGPR,ETD,precision,0.35,0.069,0.4886
legacy_four_model,PGPR,ETD,precision,0.4,0.068,0.5023
legacy_four_model,PGPR,ETD,precision,0.45,0.0672,0.5102
legacy_four_model,PGPR,ETD,precision,0.5,0.067,0.5152
legacy_four_model,PGPR,ETD,precision,0.55,0.0669,0.5174
legacy_four_model,PGPR,ETD,precision,0.6,0.0668,0.5184
legacy_four_model,PGPR,ETD,precision,0.65,0.0667,0.519
legacy_four_model,PGPR,ETD,precision,0.7,0.0667,0.5191
legacy_four_model,PGPR,ETD,precision,0.75,0.0667,0.5191
legacy_four_model,PGPR,ETD,precision,0.8,0.0667,0.5191
legacy_four_model,PGPR,ETD,precision,0.85,0.0667,0.5191
legacy_four_model,PGPR,ETD,precision,0.9,0.0667,0.5191
legacy_four_model,PGPR,ETD,precision,0.95,0.0667,0.5191
legacy_four_model,PGPR,ETD,precision,1.0,0.0667,0.5191
legacy_four_model,UCPR,ETD,precision,0.0,0.077,0.2088
legacy_four_model,UCPR,ETD,precision,0.05,0.0765,0.2261
legacy_four_model,UCPR,ETD,precision,0.1,0.0764,0.2331
legacy_four_model,UCPR,ETD,precision,0.15,0.0761,0.2393
legacy_four_model,UCPR,ETD,precision,0.2,0.0759,0.2443
legacy_four_model,UCPR,ETD,precision,0.25,0.0756,0.2478
legacy_four_model,UCPR,ETD,precision,0.3,0.0755,0.25
legacy_four_model,UCPR,ETD,precision,0.35,0.0753,0.2519
legacy_four_model,UCPR,ETD,precision,0.4,0.0752,0.2532
legacy_four_model,UCPR,ETD,precision,0.45,0.0751,0.2544
legacy_four_model,UCPR,ETD,precision,0.5,0.075,0.2551
legacy_four_model,UCPR,ETD,precision,0.55,0.075,0.2554
legacy_four_model,UCPR,ETD,precision,0.6,0.075,0.2554
legacy_four_model,UCPR,ETD,precision,0.65,0.075,0.2555
legacy_four_model,UCPR,ETD,precision,0.7,0.075,0.2555
legacy_four_model,UCPR,ETD,precision,0.75,0.075,0.2555
legacy_four_model,UCPR,ETD,precision,0.8,0.075,0.2555
legacy_four_model,UCPR,ETD,precision,0.85,0.075,0.2555
legacy_four_model,UCPR,ETD,precision,0.9,0.075,0.2555
legacy_four_model,UCPR,ETD,precision,0.95,0.075,0.2555
legacy_four_model,UCPR,ETD,precision,1.0,0.075,0.2555
legacy_four_model,CAFE,ETD,precision,0.0,0.1009,0.2902
legacy_four_model,CAFE,ETD,precision,0.05,0.0889,0.5971
legacy_four_model,CAFE,ETD,precision,0.1,0.0753,0.7811
legacy_four_model,CAFE,ETD,precision,0.15,0.0708,0.8348
legacy_four_model,CAFE,ETD,precision,0.2,0.0694,0.85
legacy_four_model,CAFE,ETD,precision,0.25,0.0692,0.8534
legacy_four_model,CAFE,ETD,precision,0.3,0.0691,0.854
legacy_four_model,CAFE,ETD,precision,0.35,0.0691,0.8542
legacy_four_model,CAFE,ETD,precision,0.4,0.0691,0.8542
legacy_four_model,CAFE,ETD,precision,0.45,0.0691,0.8542
legacy_four_model,CAFE,ETD,precision,0.5,0.0691,0.8542
legacy_four_model,CAFE,ETD,precision,0.55,0.0691,0.8542
legacy_four_model,CAFE,ETD,precision,0.6,0.0691,0.8542
legacy_four_model,CAFE,ETD,precision,0.65,0.0691,0.8542
legacy_four_model,CAFE,ETD,precision,0.7,0.0691,0.8542
legacy_four_model,CAFE,ETD,precision,0.75,0.0691,0.8542
legacy_four_model,CAFE,ETD,precision,0.8,0.0691,0.8542
legacy_four_model,CAFE,ETD,precision,0.85,0.0691,0.8542
legacy_four_model,CAFE,ETD,precision,0.9,0.0691,0.8542
legacy_four_model,CAFE,ETD,precision,0.95,0.0691,0.8542
legacy_four_model,CAFE,ETD,precision,1.0,0.0691,0.8542
legacy_four_model,TPRec,ETD,precision,0.0,0.0846,0.2874
legacy_four_model,TPRec,ETD,precision,0.05,0.0843,0.4485
legacy_four_model,TPRec,ETD,precision,0.1,0.0818,0.5617
legacy_four_model,TPRec,ETD,precision,0.15,0.0788,0.6323
legacy_four_model,TPRec,ETD,precision,0.2,0.0763,0.6744
legacy_four_model,TPRec,ETD,precision,0.25,0.0744,0.699
legacy_four_model,TPRec,ETD,precision,0.3,0.0732,0.7128
legacy_four_model,TPRec,ETD,precision,0.35,0.0726,0.7212
legacy_four_model,TPRec,ETD,precision,0.4,0.0721,0.7256
legacy_four_model,TPRec,ETD,precision,0.45,0.0718,0.7281
legacy_four_model,TPRec,ETD,precision,0.5,0.0716,0.7295
legacy_four_model,TPRec,ETD,precision,0.55,0.0716,0.7299
legacy_four_model,TPRec,ETD,precision,0.6,0.0716,0.73
legacy_four_model,TPRec,ETD,precision,0.65,0.0716,0.7301
legacy_four_model,TPRec,ETD,precision,0.7,0.0716,0.7301
legacy_four_model,TPRec,ETD,precision,0.75,0.0716,0.7301
legacy_four_model,TPRec,ETD,precision,0.8,0.0716,0.7301
legacy_four_model,TPRec,ETD,precision,0.85,0.0716,0.7301
legacy_four_model,TPRec,ETD,precision,0.9,0.0716,0.7301
legacy_four_model,TPRec,ETD,precision,0.95,0.0716,0.7301
legacy_four_model,TPRec,ETD,precision,1.0,0.0716,0.7301
legacy_four_model,PGPR,ETD,recall,0.0,0.0373,0.1611
legacy_four_model,PGPR,ETD,recall,0.05,0.0374,0.2449
legacy_four_model,PGPR,ETD,recall,0.1,0.0361,0.3007
legacy_four_model,PGPR,ETD,recall,0.15,0.0349,0.3523
legacy_four_model,PGPR,ETD,recall,0.2,0.0335,0.3991
legacy_four_model,PGPR,ETD,recall,0.25,0.0323,0.4373
legacy_four_model,PGPR,ETD,recall,0.3,0.031,0.4674
legacy_four_model,PGPR,ETD,recall,0.35,0.03,0.4886
legacy_four_model,PGPR,ETD,recall,0.4,0.0295,0.5023
legacy_four_model,PGPR,ETD,recall,0.45,0.0291,0.5102
legacy_four_model,PGPR,ETD,recall,0.5,0.0289,0.5152
legacy_four_model,PGPR,ETD,recall,0.55,0.0289,0.5174
legacy_four_model,PGPR,ETD,recall,0.6,0.0288,0.5184
legacy_four_model,PGPR,ETD,recall,0.65,0.0288,0.519
legacy_four_model,PGPR,ETD,recall,0.7,0.0288,0.5191
legacy_four_model,PGPR,ETD,recall,0.75,0.0288,0.5191
legacy_four_model,PGPR,ETD,recall,0.8,0.0288,0.5191
legacy_four_model,PGPR,ETD,recall,0.85,0.0288,0.5191
legacy_four_model,PGPR,ETD,recall,0.9,0.0288,0.5191
legacy_four_model,PGPR,ETD,recall,0.95,0.0288,0.5191
legacy_four_model,PGPR,ETD,recall,1.0,0.0288,0.5191
legacy_four_model,UCPR,ETD,recall,0.0,0.0451,0.2088
legacy_four_model,UCPR,ETD,recall,0.05,0.0445,0.2261
legacy_four_model,UCPR,ETD,recall,0.1,0.0445,0.2331
legacy_four_model,UCPR,ETD,recall,0.15,0.0442,0.2393
legacy_four_model,UCPR,ETD,recall,0.2,0.044,0.2443
legacy_four_model,UCPR,ETD,recall,0.25,0.0438,0.2478
legacy_four_model,UCPR,ETD,recall,0.3,0.0437,0.25
legacy_four_model,UCPR,ETD,recall,0.35,0.0436,0.2519
legacy_four_model,UCPR,ETD,recall,0.4,0.0435,0.2532
legacy_four_model,UCPR,ETD,recall,0.45,0.0434,0.2544
legacy_four_model,UCPR,ETD,recall,0.5,0.0434,0.2551
legacy_four_model,UCPR,ETD,recall,0.55,0.0434,0.2554
legacy_four_model,UCPR,ETD,recall,0.6,0.0434,0.2554
legacy_four_model,UCPR,ETD,recall,0.65,0.0434,0.2555
legacy_four_model,UCPR,ETD,recall,0.7,0.0434,0.2555
legacy_four_model,UCPR,ETD,recall,0.75,0.0434,0.2555
legacy_four_model,UCPR,ETD,recall,0.8,0.0434,0.2555
legacy_four_model,UCPR,ETD,recall,0.85,0.0434,0.2555
legacy_four_model,UCPR,ETD,recall,0.9,0.0434,0.2555
legacy_four_model,UCPR,ETD,recall,0.95,0.0434,0.2555
legacy_four_model,UCPR,ETD,recall,1.0,0.0434,0.2555
legacy_four_model,CAFE,ETD,recall,0.0,0.0477,0.2902
legacy_four_model,CAFE,ETD,recall,0.05,0.0409,0.5971
legacy_four_model,CAFE,ETD,recall,0.1,0.0336,0.7811
legacy_four_model,CAFE,ETD,recall,0.15,0.0307,0.8348
legacy_four_model,CAFE,ETD,recall,0.2,0.0298,0.85
legacy_four_model,CAFE,ETD,recall,0.25,0.0296,0.8534
legacy_four_model,CAFE,ETD,recall,0.3,0.0295,0.854
legacy_four_model,CAFE,ETD,recall,0.35,0.0295,0.8542
legacy_four_model,CAFE,ETD,recall,0.4,0.0295,0.8542
legacy_four_model,CAFE,ETD,recall,0.45,0.0295,0.8542
legacy_four_model,CAFE,ETD,recall,0.5,0.0295,0.8542
legacy_four_model,CAFE,ETD,recall,0.55,0.0295,0.8542
legacy_four_model,CAFE,ETD,recall,0.6,0.0295,0.8542
legacy_four_model,CAFE,ETD,recall,0.65,0.0295,0.8542
legacy_four_model,CAFE,ETD,recall,0.7,0.0295,0.8542
legacy_four_model,CAFE,ETD,recall,0.75,0.0295,0.8542
legacy_four_model,CAFE,ETD,recall,0.8,0.0295,0.8542
legacy_four_model,CAFE,ETD,recall,0.85,0.0295,0.8542
legacy_four_model,CAFE,ETD,recall,0.9,0.0295,0.8542
legacy_four_model,CAFE,ETD,recall,0.95,0.0295,0.8542
legacy_four_model,CAFE,ETD,recall,1.0,0.0295,0.8542
legacy_four_model,TPRec,ETD,recall,0.0,0.0409,0.2874
legacy_four_model,TPRec,ETD,recall,0.05,0.0407,0.4485
legacy_four_model,TPRec,ETD,recall,0.1,0.0386,0.5617
legacy_four_model,TPRec,ETD,recall,0.15,0.0363,0.6323
legacy_four_model,TPRec,ETD,recall,0.2,0.0346,0.6744
legacy_four_model,TPRec,ETD,recall,0.25,0.0335,0.699
legacy_four_model,TPRec,ETD,recall,0.3,0.0329,0.7128
legacy_four_model,TPRec,ETD,recall,0.35,0.0327,0.7212
legacy_four_model,TPRec,ETD,recall,0.4,0.0326,0.7256
legacy_four_model,TPRec,ETD,recall,0.45,0.0325,0.7281
legacy_four_model,TPRec,ETD,recall,0.5,0.0324,0.7295
legacy_four_model,TPRec,ETD,recall,0.55,0.0324,0.7299
legacy_four_model,TPRec,ETD,recall,0.6,0.0324,0.73
legacy_four_model,TPRec,ETD,recall,0.65,0.0324,0.7301
legacy_four_model,TPRec,ETD,recall,0.7,0.0324,0.7301
legacy_four_model,TPRec,ETD,recall,0.75,0.0324,0.7301
legacy_four_model,TPRec,ETD,recall,0.8,0.0324,0.7301
legacy_four_model,TPRec,ETD,recall,0.85,0.0324,0.7301
legacy_four_model,TPRec,ETD,recall,0.9,0.0324,0.7301
legacy_four_model,TPRec,ETD,recall,0.95,0.0324,0.7301
legacy_four_model,TPRec,ETD,recall,1.0,0.0324,0.7301
