protocol,model,objective,rec_metric,alpha,rec_value,explainability
legacy_four_model,TPRec,SEP,ndcg,0.05,0.2643,0.7798
legacy_four_model,TPRec,SEP,ndcg,0.1,0.2664,0.8302
legacy_four_model,TPRec,SEP,ndcg,0.15,0.2696,0.8647
legacy_four_model,TPRec,SEP,ndcg,0.2,0.2715,0.8885
legacy_four_model,TPRec,SEP,ndcg,0.25,0.2724,0.9054
legacy_four_model,TPRec,SEP,ndcg,0.3,0.2732,0.9183
legacy_four_model,TPRec,SEP,ndcg,0.35,0.2739,0.9284
legacy_four_model,TPRec,SEP,ndcg,0.4,0.2762,0.9361
legacy_four_model,TPRec,SEP,ndcg,0.45,0.2756,0.9426
legacy_four_model,TPRec,SEP,ndcg,0.5,0.2743,0.9483
legacy_four_model,TPRec,SEP,ndcg,0.55,0.2735,0.9526
legacy_four_model,TPRec,SEP,ndcg,0.6,0.2738,0.9564
legacy_four_model,TPRec,SEP,ndcg,0.65,0.2734,0.9596
legacy_four_model,TPRec,SEP,ndcg,0.7,0.2719,0.9623
legacy_four_model,TPRec,SEP,ndcg,0.75,0.2692,0.9648
legacy_four_model,TPRec,SEP,ndcg,0.8,0.2661,0.9667
legacy_four_model,TPRec,SEP,ndcg,0.85,0.2638,0.9683
legacy_four_model,TPRec,SEP,ndcg,0.9,0.2623,0.9695
legacy_four_model,TPRec,SEP,ndcg,0.95,0.2575,0.9702
legacy_four_model,TPRec,SEP,ndcg,1.0,0.2535,0.9704
legacy_four_model,PGPR,SEP,hr,0.0,0.5113,0.4798
legacy_four_model,PGPR,SEP,hr,0.05,0.5058,0.7814
legacy_four_model,PGPR,SEP,hr,0.1,0.4997,0.8379
legacy_four_model,PGPR,SEP,hr,0.15,0.4977,0.8768
legacy_four_model,PGPR,SEP,hr,0.2,0.4957,0.9013
legacy_four_model,PGPR,SEP,hr,0.25,0.4952,0.9173
legacy_four_model,PGPR,SEP,hr,0.3,0.4902,0.929
legacy_four_model,PGPR,SEP,hr,0.35,0.4839,0.938
legacy_four_model,PGPR,SEP,hr,0.4,0.4778,0.945
legacy_four_model,PGPR,SEP,hr,0.45,0.4705,0.9508
legacy_four_model,PGPR,SEP,hr,0.5,0.4671,0.956
legacy_four_model,PGPR,SEP,hr,0.55,0.4646,0.9604
legacy_four_model,PGPR,SEP,hr,0.6,0.456,0.9644
legacy_four_model,PGPR,SEP,hr,0.65,0.4502,0.9679
legacy_four_model,PGPR,SEP,hr,0.7,0.4417,0.9712
legacy_four_model,PGPR,SEP,hr,0.75,0.4295,0.9742
legacy_four_model,PGPR,SEP,hr,0.8,0.421,0.9768
legacy_four_model,PGPR,SEP,hr,0.85,0.4031,0.9791
legacy_four_model,PGPR,SEP,hr,0.9,0.3825,0.9813
legacy_four_model,PGPR,SEP,hr,0.95,0.3548,0.9828
legacy_four_model,PGPR,SEP,hr,1.0,0.326,0.9833
legacy_four_model,UCPR,SEP,hr,0.0,0.4158,0.4935
legacy_four_model,UCPR,SEP,hr,0.05,0.4155,0.6748
legacy_four_model,UCPR,SEP,hr,0.1,0.4134,0.6891
legacy_four_model,UCPR,SEP,hr,0.15,0.4111,0.7012
legacy_four_model,UCPR,SEP,hr,0.2,0.4093,0.7111
legacy_four_model,UCPR,SEP,hr,0.25,0.4129,0.7187
legacy_four_model,UCPR,SEP,hr,0.3,0.4062,0.7244
legacy_four_model,UCPR,SEP,hr,0.35,0.4046,0.7286
legacy_four_model,UCPR,SEP,hr,0.4,0.401,0.7317
legacy_four_model,UCPR,SEP,hr,0.45,0.3981,0.7339
legacy_four_model,UCPR,SEP,hr,0.5,0.3966,0.7358
legacy_four_model,UCPR,SEP,hr,0.55,0.394,0.737
legacy_four_model,UCPR,SEP,hr,0.6,0.3898,0.738
legacy_four_model,UCPR,SEP,hr,0.65,0.3885,0.7389
legacy_four_model,UCPR,SEP,hr,0.7,0.3872,0.7395
legacy_four_model,UCPR,SEP,hr,0.75,0.3852,0.7399
legacy_four_model,UCPR,SEP,hr,0.8,0.3828,0.7402
legacy_four_model,UCPR,SEP,hr,0.85,0.3831,0.7404
legacy_four_model,UCPR,SEP,hr,0.9,0.3815,0.7405
legacy_four_model,UCPR,SEP,hr,0.95,0.3813,0.7406
legacy_four_model,UCPR,SEP,hr,1.0,0.3795,0.7406
legacy_four_model,CAFE,SEP,hr,0.0,0.5543,0.4619
legacy_four_model,CAFE,SEP,hr,0.05,0.5434,0.7011
legacy_four_model,CAFE,SEP,hr,0.1,0.522,0.8111
legacy_four_model,CAFE,SEP,hr,0.15,0.4881,0.8748
legacy_four_model,CAFE,SEP,hr,0.2,0.4565,0.9132
legacy_four_model,CAFE,SEP,hr,0.25,0.4308,0.9366
legacy_four_model,CAFE,SEP,hr,0.3,0.4161,0.9494
legacy_four_model,CAFE,SEP,hr,0.35,0.4081,0.9571
legacy_four_model,CAFE,SEP,hr,0.4,0.3985,0.9621
legacy_four_model,CAFE,SEP,hr,0.45,0.3884,0.9656
legacy_four_model,CAFE,SEP,hr,0.5,0.3821,0.9681
legacy_four_model,CAFE,SEP,hr,0.55,0.373,0.9703
legacy_four_model,CAFE,SEP,hr,0.6,0.3647,0.9721
legacy_four_model,CAFE,SEP,hr,0.65,0.3555,0.9735
legacy_four_model,CAFE,SEP,hr,0.7,0.3465,0.9748
legacy_four_model,CAFE,SEP,hr,0.75,0.3387,0.9759
legacy_four_model,CAFE,SEP,hr,0.8,0.3258,0.9769
legacy_four_model,CAFE,SEP,hr,0.85,0.3139,0.9779
legacy_four_model,CAFE,SEP,hr,0.9,0.2975,0.9786
legacy_four_model,CAFE,SEP,hr,0.95,0.2879,0.979
legacy_four_model,CAFE,SEP,hr,1.0,0.2786,0.9791
legacy_four_model,TPRec,SEP,hr,0.0,0.4744,0.4948
legacy_four_model,TPRec,SEP,hr,0.05,0.4791,0.7798
legacy_four_model,TPRec,SEP,hr,0.1,0.4844,0.8302
legacy_four_model,TPRec,SEP,hr,0.15,0.4915,0.8647
legacy_four_model,TPRec,SEP,hr,0.2,0.4954,0.8885
legacy_four_model,TPRec,SEP,hr,0.25,0.4961,0.9054
legacy_four_model,TPRec,SEP,hr,0.3,0.4961,0.9183
legacy_four_model,TPRec,SEP,hr,0.35,0.4918,0.9284
legacy_four_model,TPRec,SEP,hr,0.4,0.4925,0.9361
legacy_four_model,TPRec,SEP,hr,0.45,0.4872,0.9426
legacy_four_model,TPRec,SEP,hr,0.5,0.4809,0.9483
legacy_four_model,TPRec,SEP,hr,0.55,0.4756,0.9526
legacy_four_model,TPRec,SEP,hr,0.6,0.4706,0.9564
legacy_four_model,TPRec,SEP,hr,0.65,0.4643,0.9596
legacy_four_model,TPRec,SEP,hr,0.7,0.456,0.9623
legacy_four_model,TPRec,SEP,hr,0.75,0.4449,0.9648
legacy_four_model,TPRec,SEP,hr,0.8,0.433,0.9667
legacy_four_model,TPRec,SEP,hr,0.85,0.4221,0.9683
legacy_four_model,TPRec,SEP,hr,0.9,0.4123,0.9695
legacy_four_model,TPRec,SEP,hr,0.95,0.3979,0.9702
legacy_four_model,TPRec,SEP,hr,1.0,0.384,0.9704
legacy_four_model,PGPR,SEP,precision,0.0,0.0929,0.4798
legacy_four_model,PGPR,SEP,precision,0.05,0.0921,0.7814
legacy_four_model,PGPR,SEP,precision,0.1,0.0901,0.8379
legacy_four_model,PGPR,SEP,precision,0.15,0.0887,0.8768
legacy_four_model,PGPR,SEP,precision,0.2,0.0865,0.9013
legacy_four_model,PGPR,SEP,precision,0.25,0.085,0.9173
legacy_four_model,PGPR,SEP,precision,0.3,0.0831,0.929
legacy_four_model,PGPR,SEP,precision,0.35,0.0811,0.938
legacy_four_model,PGPR,SEP,precision,0.4,0.079,0.945
legacy_four_model,PGPR,SEP,precision,0.45,0.0775,0.9508
legacy_four_model,PGPR,SEP,precision,0.5,0.0758,0.956
legacy_four_model,PGPR,SEP,precision,0.55,0.0746,0.9604
legacy_four_model,PGPR,SEP,precision,0.6,0.0728,0.9644
legacy_four_model,PGPR,SEP,precision,0.65,0.071,0.9679
legacy_four_model,PGPR,SEP,precision,0.7,0.0688,0.9712
legacy_four_model,PGPR,SEP,precision,0.75,0.066,0.9742
legacy_four_model,PGPR,SEP,precision,0.8,0.0635,0.9768
legacy_four_model,PGPR,SEP,precision,0.85,0.0599,0.9791
legacy_four_model,PGPR,SEP,precision,0.9,0.0553,0.9813
legacy_four_model,PGPR,SEP,precision,0.95,0.0507,0.9828
legacy_four_model,PGPR,SEP,precision,1.0,0.0459,0.9833
legacy_four_model,UCPR,SEP,precision,0.0,0.0617,0.4935
legacy_four_model,UCPR,SEP,precision,0.05,0.062,0.6748
legacy_four_model,UCPR,SEP,precision,0.1,0.0618,0.6891
legacy_four_model,UCPR,SEP,precision,0.15,0.0613,0.7012
legacy_four_model,UCPR,SEP,precision,0.2,0.061,0.7111
legacy_four_model,UCPR,SEP,precision,0.25,0.0612,0.7187
legacy_four_model,UCPR,SEP,precision,0.3,0.0603,0.7244
legacy_four_model,UCPR,SEP,precision,0.35,0.0599,0.7286
legacy_four_model,UCPR,SEP,precision,0.4,0.0593,0.7317
legacy_four_model,UCPR,SEP,precision,0.45,0.0587,0.7339
legacy_four_model,UCPR,SEP,precision,0.5,0.0582,0.7358
legacy_four_model,UCPR,SEP,precision,0.55,0.0575,0.737
legacy_four_model,UCPR,SEP,precision,0.6,0.0569,0.738
legacy_four_model,UCPR,SEP,precision,0.65,0.0566,0.7389
legacy_four_model,UCPR,SEP,precision,0.7,0.0563,0.7395
legacy_four_model,UCPR,SEP,precision,0.75,0.056,0.7399
legacy_four_model,UCPR,SEP,precision,0.8,0.0555,0.7402
legacy_four_model,UCPR,SEP,precision,0.85,0.0555,0.7404
legacy_four_model,UCPR,SEP,precision,0.9,0.0552,0.7405
legacy_four_model,UCPR,SEP,precision,0.95,0.055,0.7406
legacy_four_model,UCPR,SEP,precision,1.0,0.0548,0.7406
legacy_four_model,CAFE,SEP,precision,0.0,0.1071,0.4619
legacy_four_model,CAFE,SEP,precision,0.05,0.1008,0.7011
legacy_four_model,CAFE,SEP,precision,0.1,0.0933,0.8111
legacy_four_model,CAFE,SEP,precision,0.15,0.083,0.8748
legacy_four_model,CAFE,SEP,precision,0.2,0.074,0.9132
legacy_four_model,CAFE,SEP,precision,0.25,0.0674,0.9366
legacy_four_model,CAFE,SEP,precision,0.3,0.0642,0.9494
legacy_four_model,CAFE,SEP,precision,0.35,0.0615,0.9571
legacy_four_model,CAFE,SEP,precision,0.4,0.0596,0.9621
legacy_four_model,CAFE,SEP,precision,0.45,0.0576,0.9656
legacy_four_model,CAFE,SEP,precision,0.5,0.0564,0.9681
legacy_four_model,CAFE,SEP,precision,0.55,0.0547,0.9703
legacy_four_model,CAFE,SEP,precision,0.6,0.053,0.9721
legacy_four_model,CAFE,SEP,precision,0.65,0.0514,0.9735
legacy_four_model,CAFE,SEP,precision,0.7,0.0497,0.9748
legacy_four_model,CAFE,SEP,precision,0.75,0.048,0.9759
legacy_four_model,CAFE,SEP,precision,0.8,0.0456,0.9769
legacy_four_model,CAFE,SEP,precision,0.85,0.0436,0.9779
legacy_four_model,CAFE,SEP,precision,0.9,0.0408,0.9786
legacy_four_model,CAFE,SEP,precision,0.95,0.039,0.979
legacy_four_model,CAFE,SEP,precision,1.0,0.0375,0.9791
legacy_four_model,TPRec,SEP,precision,0.0,0.0896,0.4948
legacy_four_model,TPRec,SEP,precision,0.05,0.0897,0.7798
legacy_four_model,TPRec,SEP,precision,0.1,0.0897,0.8302
legacy_four_model,TPRec,SEP,precision,0.15,0.0895,0.8647
legacy_four_model,TPRec,SEP,precision,0.2,0.0885,0.8885
legacy_four_model,TPRec,SEP,precision,0.25,0.0873,0.9054
legacy_four_model,TPRec,SEP,precision,0.3,0.0858,0.9183
legacy_four_model,TPRec,SEP,precision,0.35,0.0842,0.9284
legacy_four_model,TPRec,SEP,precision,0.4,0.0828,0.9361
legacy_four_model,TPRec,SEP,precision,0.45,0.0807,0.9426
legacy_four_model,TPRec,SEP,precision,0.5,0.0791,0.9483
legacy_four_model,TPRec,SEP,precision,0.55,0.0773,0.9526
legacy_four_model,TPRec,SEP,precision,0.6,0.0757,0.9564
legacy_four_model,TPRec,SEP,precision,0.65,0.0738,0.9596
legacy_four_model,TPRec,SEP,precision,0.7,0.0716,0.9623
legacy_four_model,TPRec,SEP,precision,0.75,0.069,0.9648
legacy_four_model,TPRec,SEP,precision,0.8,0.0663,0.9667
legacy_four_model,TPRec,SEP,precision,0.85,0.0633,0.9683
legacy_four_model,TPRec,SEP,precision,0.9,0.0609,0.9695
legacy_four_model,TPRec,SEP,precision,0.95,0.0578,0.9702
legacy_four_model,TPRec,SEP,precision,1.0,0.0553,0.9704
legacy_four_model,PGPR,SEP,recall,0.0,0.0423,0.4798
legacy_four_model,PGPR,SEP,recall,0.05,0.0417,0.7814
legacy_four_model,PGPR,SEP,recall,0.1,0.0409,0.8379
legacy_four_model,PGPR,SEP,recall,0.15,0.04,0.8768
legacy_four_model,PGPR,SEP,recall,0.2,0.0393,0.9013
legacy_four_model,PGPR,SEP,recall,0.25,0.0386,0.9173
legacy_four_model,PGPR,SEP,recall,0.3,0.0379,0.929
legacy_four_model,PGPR,SEP,recall,0.35,0.0371,0.938
legacy_four_model,PGPR,SEP,recall,0.4,0.0363,0.945
legacy_four_model,PGPR,SEP,recall,0.45,0.0356,0.9508
legacy_four_model,PGPR,SEP,recall,0.5,0.0347,0.956
legacy_four_model,PGPR,SEP,recall,0.55,0.0345,0.9604
legacy_four_model,PGPR,SEP,recall,0.6,0.0336,0.9644
legacy_four_model,PGPR,SEP,recall,0.65,0.0324,0.9679
legacy_four_model,PGPR,SEP,recall,0.7,0.031,0.9712
legacy_four_model,PGPR,SEP,recall,0.75,0.0295,0.9742
legacy_four_model,PGPR,SEP,recall,0.8,0.0282,0.9768
legacy_four_model,PGPR,SEP,recall,0.85,0.026,0.9791
legacy_four_model,PGPR,SEP,recall,0.9,0.0234,0.9813
legacy_four_model,PGPR,SEP,recall,0.95,0.0208,0.9828
legacy_four_model,PGPR,SEP,recall,1.0,0.018,0.9833
legacy_four_model,UCPR,SEP,recall,0.0,0.0489,0.4935
legacy_four_model,UCPR,SEP,recall,0.05,0.0491,0.6748
legacy_four_model,UCPR,SEP,recall,0.1,0.0488,0.6891
legacy_four_model,UCPR,SEP,recall,0.15,0.0485,0.7012
legacy_four_model,UCPR,SEP,recall,0.2,0.0482,0.7111
legacy_four_model,UCPR,SEP,recall,0.25,0.0484,0.7187
legacy_four_model,UCPR,SEP,recall,0.3,0.0475,0.7244
legacy_four_model,UCPR,SEP,recall,0.35,0.0471,0.7286
legacy_four_model,UCPR,SEP,recall,0.4,0.0465,0.7317
legacy_four_model,UCPR,SEP,recall,0.45,0.0462,0.7339
legacy_four_model,UCPR,SEP,recall,0.5,0.0457,0.7358
legacy_four_model,UCPR,SEP,recall,0.55,0.0452,0.737
legacy_four_model,UCPR,SEP,recall,0.6,0.0445,0.738
legacy_four_model,UCPR,SEP,recall,0.65,0.0442,0.7389
legacy_four_model,UCPR,SEP,recall,0.7,0.044,0.7395
legacy_four_model,UCPR,SEP,recall,0.75,0.0437,0.7399
legacy_four_model,UCPR,SEP,recall,0.8,0.0432,0.7402
legacy_four_model,UCPR,SEP,recall,0.85,0.0433,0.7404
legacy_four_model,UCPR,SEP,recall,0.9,0.043,0.7405
legacy_four_model,UCPR,SEP,recall,0.95,0.0429,0.7406
legacy_four_model,UCPR,SEP,recall,1.0,0.0427,0.7406
legacy_four_model,CAFE,SEP,recall,0.0,0.052,0.4619
legacy_four_model,CAFE,SEP,recall,0.05,0.0486,0.7011
legacy_four_model,CAFE,SEP,recall,0.1,0.0446,0.8111
legacy_four_model,CAFE,SEP,recall,0.15,0.0395,0.8748
legacy_four_model,CAFE,SEP,recall,0.2,0.0345,0.9132
legacy_four_model,CAFE,SEP,recall,0.25,0.0298,0.9366
legacy_four_model,CAFE,SEP,recall,0.3,0.0277,0.9494
legacy_four_model,CAFE,SEP,recall,0.35,0.0264,0.9571
legacy_four_model,CAFE,SEP,recall,0.4,0.0249,0.9621
legacy_four_model,CAFE,SEP,recall,0.45,0.0237,0.9656
legacy_four_model,CAFE,SEP,recall,0.5,0.0231,0.9681
legacy_four_model,CAFE,SEP,recall,0.55,0.0221,0.9703
legacy_four_model,CAFE,SEP,recall,0.6,0.0211,0.9721
legacy_four_model,CAFE,SEP,recall,0.65,0.0203,0.9735
legacy_four_model,CAFE,SEP,recall,0.7,0.0195,0.9748
legacy_four_model,CAFE,SEP,recall,0.75,0.0188,0.9759
legacy_four_model,CAFE,SEP,recall,0.8,0.018,0.9769
legacy_four_model,CAFE,SEP,recall,0.85,0.0171,0.9779
legacy_four_model,CAFE,SEP,recall,0.9,0.0158,0.9786
legacy_four_model,CAFE,SEP,recall,0.95,0.015,0.979
legacy_four_model,CAFE,SEP,recall,1.0,0.0142,0.9791
legacy_four_model,TPRec,SEP,recall,0.0,0.0438,0.4948
legacy_four_model,TPRec,SEP,recall,0.05,0.044,0.7798
legacy_four_model,TPRec,SEP,recall,0.1,0.0437,0.8302
legacy_four_model,TPRec,SEP,recall,0.15,0.0435,0.8647
legacy_four_model,TPRec,SEP,recall,0.2,0.0435,0.8885
legacy_four_model,TPRec,SEP,recall,0.25,0.043,0.9054
legacy_four_model,TPRec,SEP,recall,0.3,0.0421,0.9183
legacy_four_model,TPRec,SEP,recall,0.35,0.0413,0.9284
legacy_four_model,TPRec,SEP,recall,0.4,0.0407,0.9361
legacy_four_model,TPRec,SEP,recall,0.45,0.0394,0.9426
legacy_four_model,TPRec,SEP,recall,0.5,0.0385,0.9483
legacy_four_model,TPRec,SEP,recall,0.55,0.0375,0.9526
legacy_four_model,TPRec,SEP,recall,0.6,0.0366,0.9564
legacy_four_model,TPRec,SEP,recall,0.65,0.0352,0.9596
legacy_four_model,TPRec,SEP,recall,0.7,0.0338,0.9623
legacy_four_model,TPRec,SEP,recall,0.75,0.0322,0.9648
legacy_four_model,TPRec,SEP,recall,0.8,0.0303,0.9667
legacy_four_model,TPRec,SEP,recall,0.85,0.0286,0.9683
legacy_four_model,TPRec,SEP,recall,0.9,0.0272,0.9695
legacy_four_model,TPRec,SEP,recall,0.95,0.0257,0.9702
legacy_four_model,TPRec,SEP,recall,1.0,0.0241,0.9704
legacy_four_model,PGPR,ETD,ndcg,0.0,0.2965,0.1611
legacy_four_model,PGPR,ETD,ndcg,0.05,0.2983,0.2449
legacy_four_model,PGPR,ETD,ndcg,0.1,0.295,0.3007
legacy_four_model,PGPR,ETD,ndcg,0.15,0.2936,0.3523
legacy_four_model,PGPR,ETD,ndcg,0.2,0.2922,0.3991
legacy_four_model,PGPR,ETD,ndcg,0.25,0.2892,0.4373
legacy_four_model,PGPR,ETD,ndcg,0.3,0.2859,0.4674
legacy_four_model,PGPR,ETD,ndcg,0.35,0.2833,0.4886
legacy_four_model,PGPR,ETD,ndcg,0.4,0.2819,0.5023
legacy_four_model,PGPR,ETD,ndcg,0.45,0.2816,0.5102
legacy_four_model,PGPR,ETD,ndcg,0.5,0.2813,0.5152
legacy_four_model,PGPR,ETD,ndcg,0.55,0.2813,0.5174
legacy_four_model,PGPR,ETD,ndcg,0.6,0.2813,0.5184
legacy_four_model,PGPR,ETD,ndcg,0.65,0.2815,0.519
legacy_four_model,PGPR,ETD,ndcg,0.7,0.2813,0.5191
legacy_four_model,PGPR,ETD,ndcg,0.75,0.2813,0.5191
legacy_four_model,PGPR,ETD,ndcg,0.8,0.2813,0.5191
legacy_four_model,PGPR,ETD,ndcg,0.85,0.2813,0.5191
legacy_four_model,PGPR,ETD,ndcg,0.9,0.2813,0.5191
legacy_four_model,PGPR,ETD,ndcg,0.95,0.2813,0.5191
legacy_four_model,PGPR,ETD,ndcg,1.0,0.2813,0.5191
legacy_four_model,UCPR,ETD,ndcg,0.0,0.2518,0.2088
legacy_four_model,UCPR,ETD,ndcg,0.05,0.2504,0.2261
legacy_four_model,UCPR,ETD,ndcg,0.1,0.2509,0.2331
legacy_four_model,UCPR,ETD,ndcg,0.15,0.2503,0.2393
legacy_four_model,UCPR,ETD,ndcg,0.2,0.2502,0.2443
legacy_four_model,UCPR,ETD,ndcg,0.25,0.2498,0.2478
legacy_four_model,UCPR,ETD,ndcg,0.3,0.2493,0.25
legacy_four_model,UCPR,ETD,ndcg,0.35,0.2492,0.2519
legacy_four_model,UCPR,ETD,ndcg,0.4,0.2489,0.2532
legacy_four_model,UCPR,ETD,ndcg,0.45,0.2487,0.2544
legacy_four_model,UCPR,ETD,ndcg,0.5,0.2485,0.2551
legacy_four_model,UCPR,ETD,ndcg,0.55,0.2486,0.2554
legacy_four_model,UCPR,ETD,ndcg,0.6,0.2486,0.2554
legacy_four_model,UCPR,ETD,ndcg,0.65,0.2486,0.2555
legacy_four_model,UCPR,ETD,ndcg,0.7,0.2486,0.2555
legacy_four_model,UCPR,ETD,ndcg,0.75,0.2486,0.2555
legacy_four_model,UCPR,ETD,ndcg,0.8,0.2486,0.2555
legacy_four_model,UCPR,ETD,ndcg,0.85,0.2486,0.2555
legacy_four_model,UCPR,ETD,ndcg,0.9,0.2486,0.2555
legacy_four_model,UCPR,ETD,ndcg,0.95,0.2486,0.2555
legacy_four_model,UCPR,ETD,ndcg,1.0,0.2486,0.2555
legacy_four_model,CAFE,ETD,ndcg,0.0,0.3211,0.2902
legacy_four_model,CAFE,ETD,ndcg,0.05,0.316,0.5971
legacy_four_model,CAFE,ETD,ndcg,0.1,0.3041,0.7811
legacy_four_model,CAFE,ETD,ndcg,0.15,0.2986,0.8348
legacy_four_model,CAFE,ETD,ndcg,0.2,0.2965,0.85
legacy_four_model,CAFE,ETD,ndcg,0.25,0.2962,0.8534
legacy_four_model,CAFE,ETD,ndcg,0.3,0.2957,0.854
legacy_four_model,CAFE,ETD,ndcg,0.35,0.2958,0.8542
legacy_four_model,CAFE,ETD,ndcg,0.4,0.2958,0.8542
legacy_four_model,CAFE,ETD,ndcg,0.45,0.2958,0.8542
legacy_four_model,CAFE,ETD,ndcg,0.5,0.2958,0.8542
legacy_four_model,CAFE,ETD,ndcg,0.55,0.2958,0.8542
legacy_four_model,CAFE,ETD,ndcg,0.6,0.2958,0.8542
legacy_four_model,CAFE,ETD,ndcg,0.65,0.2958,0.8542
legacy_four_model,CAFE,ETD,ndcg,0.7,0.2958,0.8542
legacy_four_model,CAFE,ETD,ndcg,0.75,0.2958,0.8542
legacy_four_model,CAFE,ETD,ndcg,0.8,0.2958,0.8542
legacy_four_model,CAFE,ETD,ndcg,0.85,0.2958,0.8542
legacy_four_model,CAFE,ETD,ndcg,0.9,0.2958,0.8542
legacy_four_model,CAFE,ETD,ndcg,0.95,0.2958,0.8542
legacy_four_model,CAFE,ETD,ndcg,1.0,0.2958,0.8542
legacy_four_model,TPRec,ETD,ndcg,0.0,0.2667,0.2874
legacy_four_model,TPRec,ETD,ndcg,0.05,0.2667,0.4485
legacy_four_model,TPRec,ETD,ndcg,0.1,0.2686,0.5617
legacy_four_model,TPRec,ETD,ndcg,0.15,0.2679,0.6323
legacy_four_model,TPRec,ETD,ndcg,0.2,0.2669,0.6744
legacy_four_model,TPRec,ETD,ndcg,0.25,0.2656,0.699
legacy_four_model,TPRec,ETD,ndcg,0.3,0.2644,0.7128
legacy_four_model,TPRec,ETD,ndcg,0.35,0.264,0.7212
legacy_four_model,TPRec,ETD,ndcg,0.4,0.2636,0.7256
legacy_four_model,TPRec,ETD,ndcg,0.45,0.2637,0.7281
legacy_four_model,TPRec,ETD,ndcg,0.5,0.2637,0.7295
legacy_four_model,TPRec,ETD,ndcg,0.55,0.2637,0.7299
legacy_four_model,TPRec,ETD,ndcg,0.6,0.2637,0.73
legacy_four_model,TPRec,ETD,ndcg,0.65,0.2637,0.7301
legacy_four_model,TPRec,ETD,ndcg,0.7,0.2637,0.7301
legacy_four_model,TPRec,ETD,ndcg,0.75,0.2637,0.7301
legacy_four_model,TPRec,ETD,ndcg,0.8,0.2637,0.7301
legacy_four_model,TPRec,ETD,ndcg,0.85,0.2637,0.7301
legacy_four_model,TPRec,ETD,ndcg,0.9,0.2637,0.7301
legacy_four_model,TPRec,ETD,ndcg,0.95,0.2637,0.7301
legacy_four_model,TPRec,ETD,ndcg,1.0,0.2637,0.7301
legacy_four_model,PGPR,ETD,hr,0.0,0.4932,0.1611
legacy_four_model,PGPR,ETD,hr,0.05,0.4957,0.2449
legacy_four_model,PGPR,ETD,hr,0.1,0.4877,0.3007
legacy_four_model,PGPR,ETD,hr,0.15,0.4786,0.3523
legacy_four_model,PGPR,ETD,hr,0.2,0.4682,0.3991
legacy_four_model,PGPR,ETD,hr,0.25,0.4581,0.4373
legacy_four_model,PGPR,ETD,hr,0.3,0.4488,0.4674
legacy_four_model,PGPR,ETD,hr,0.35,0.4409,0.4886
legacy_four_model,PGPR,ETD,hr,0.4,0.4366,0.5023
legacy_four_model,PGPR,ETD,hr,0.45,0.4348,0.5102
legacy_four_model,PGPR,ETD,hr,0.5,0.4331,0.5152
legacy_four_model,PGPR,ETD,hr,0.55,0.4326,0.5174
legacy_four_model,PGPR,ETD,hr,0.6,0.4325,0.5184
legacy_four_model,PGPR,ETD,hr,0.65,0.4325,0.519
legacy_four_model,PGPR,ETD,hr,0.7,0.4323,0.5191
legacy_four_model,PGPR,ETD,hr,0.75,0.4323,0.5191
legacy_four_model,PGPR,ETD,hr,0.8,0.4323,0.5191
legacy_four_model,PGPR,ETD,hr,0.85,0.4323,0.5191
legacy_four_model,PGPR,ETD,hr,0.9,0.4323,0.5191
legacy_four_model,PGPR,ETD,hr,0.95,0.4323,0.5191
legacy_four_model,PGPR,ETD,hr,1.0,0.4323,0.5191
legacy_four_model,UCPR,ETD,hr,0.0,0.3997,0.2088
legacy_four_model,UCPR,ETD,hr,0.05,0.3969,0.2261
legacy_four_model,UCPR,ETD,hr,0.1,0.3985,0.2331
legacy_four_model,UCPR,ETD,hr,0.15,0.3971,0.2393
legacy_four_model,UCPR,ETD,hr,0.2,0.3969,0.2443
legacy_four_model,UCPR,ETD,hr,0.25,0.3961,0.2478
legacy_four_model,UCPR,ETD,hr,0.3,0.3953,0.25
legacy_four_model,UCPR,ETD,hr,0.35,0.3949,0.2519
legacy_four_model,UCPR,ETD,hr,0.4,0.3943,0.2532
legacy_four_model,UCPR,ETD,hr,0.45,0.3939,0.2544
legacy_four_model,UCPR,ETD,hr,0.5,0.3935,0.2551
legacy_four_model,UCPR,ETD,hr,0.55,0.3935,0.2554
legacy_four_model,UCPR,ETD,hr,0.6,0.3935,0.2554
legacy_four_model,UCPR,ETD,hr,0.65,0.3935,0.2555
legacy_four_model,UCPR,ETD,hr,0.7,0.3935,0.2555
legacy_four_model,UCPR,ETD,hr,0.75,0.3935,0.2555
legacy_four_model,UCPR,ETD,hr,0.8,0.3935,0.2555
legacy_four_model,UCPR,ETD,hr,0.85,0.3935,0.2555
legacy_four_model,UCPR,ETD,hr,0.9,0.3935,0.2555
legacy_four_model,UCPR,ETD,hr,0.95,0.3935,0.2555
legacy_four_model,UCPR,ETD,hr,1.0,0.3935,0.2555
legacy_four_model,CAFE,ETD,hr,0.0,0.543,0.2902
legacy_four_model,CAFE,ETD,hr,0.05,0.5137,0.5971
legacy_four_model,CAFE,ETD,hr,0.1,0.4679,0.7811
legacy_four_model,CAFE,ETD,hr,0.15,0.4478,0.8348
legacy_four_model,CAFE,ETD,hr,0.2,0.4421,0.85
legacy_four_model,CAFE,ETD,hr,0.25,0.4407,0.8534
legacy_four_model,CAFE,ETD,hr,0.3,0.4402,0.854
legacy_four_model,CAFE,ETD,hr,0.35,0.4402,0.8542
